State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
CA,6,21690,Lincoln Unified School District,"50,741","9,268","1,888"
CA,6,21810,Linden Unified School District,"12,965","2,426",429
CA,6,21870,Lindsay Unified School District,"17,091","4,360","1,607"
CA,6,21900,Linns Valley-Poso Flat Union School District,649,51,26
CA,6,21930,Little Lake City Elementary School District,"34,942","3,959",485
CA,6,21960,Little Shasta Elementary School District,324,32,6
CA,6,21990,Live Oak Elementary School District,"23,633","2,001",327
CA,6,22050,Live Oak Unified School District,"10,721","2,178",410
CA,6,22110,Livermore Valley Joint Unified School District,"93,255","16,283",758
CA,6,22170,Livingston Union School District,"16,557","2,508",751
CA,6,22230,Lodi Unified School District,"179,882","35,242","6,341"
CA,6,22320,Loleta Union Elementary School District,"1,538",163,48
CA,6,22350,Loma Prieta Joint Union Elementary School District,"3,954",390,20
CA,6,22410,Lompoc Unified School District,"60,586","10,946","2,357"
CA,6,22440,Lone Pine Unified School District,"2,478",389,90
CA,6,22500,Long Beach Unified School District,"528,865","83,131","16,831"
CA,6,22560,Loomis Union Elementary School District,"23,325","2,486",125
CA,6,22590,Los Alamitos Unified School District,"50,834","6,721",469
CA,6,22650,Los Altos Elementary School District,"44,223","5,762",174
CA,6,22710,Los Angeles Unified School District,"4,701,006","707,609","167,859"
CA,6,22740,Los Banos Unified School District,"42,064","9,743","2,827"
CA,6,22830,Los Gatos Union Elementary School District,"29,586","3,603",103
CA,6,22800,Los Gatos-Saratoga Joint Union School District,"57,689","3,743",72
CA,6,22860,Los Molinos Unified School District,"3,550",587,105
CA,6,22890,Los Nietos Elementary School District,"15,522","1,895",356
CA,6,22920,Los Olivos Elementary School District,"2,017",201,13
CA,6,22950,Lost Hills Union Elementary School District,"2,922",526,133
CA,6,23010,Lowell Joint Elementary School District,"34,250","3,426",345
CA,6,23040,Lucerne Elementary School District,"3,395",268,76
CA,6,15,Lucerne Valley Unified School District,"7,069","1,123",387
CA,6,23080,Lucia Mar Unified School District,"78,750","11,916","1,265"
CA,6,23130,Luther Burbank Elementary School District,"4,161",440,69
CA,6,23160,Lynwood Unified School District,"70,797","15,285","3,950"
CA,6,23340,Madera Unified School District,"91,364","21,287","6,264"
CA,6,23430,Magnolia Elementary School District,"66,051","6,204","1,595"
CA,6,23460,Magnolia Union Elementary School District,190,22,4
CA,6,23530,Mammoth Unified School District,"9,575","1,305",114
CA,6,23550,Manchester Union Elementary School District,639,62,10
CA,6,25,Manhattan Beach Unified School District,"36,366","6,124",267
CA,6,23610,Manteca Unified School District,"127,006","26,777","3,985"
CA,6,23700,Manzanita Elementary School District,"1,148",146,31
CA,6,23730,Maple Creek Elementary School District,49,6,2
CA,6,23760,Maple Elementary School District,569,104,17
CA,6,23800,Marcum-Illinois Union Elementary School District,868,80,7
CA,6,23820,Maricopa Unified School District,"1,918",348,105
CA,6,23940,Mariposa County Unified School District,"17,347","2,056",424
CA,6,23970,Mark Twain Union Elementary School District,"9,331",783,106
CA,6,24000,Mark West Union Elementary School District,"14,892","1,178",89
CA,6,24030,Martinez Unified School District,"31,817","4,475",382
CA,6,24090,Marysville Joint Unified School District,"62,556","12,038","2,838"
CA,6,38,Mattole Unified School District,636,58,8
CA,6,24150,Maxwell Unified School District,"1,880",366,38
CA,6,24180,McCabe Union Elementary School District,"7,075","1,047",129
CA,6,24210,McCloud Union Elementary School District,"1,321",110,32
CA,6,24230,McFarland Unified School District,"14,428","3,451","1,261"
CA,6,24300,McKinleyville Union Elementary School District,"15,531","1,629",274
CA,6,24330,McKittrick Elementary School District,177,8,0
CA,6,24360,McSwain Union Elementary School District,"5,778",817,143
CA,6,24390,Meadows Union Elementary School District,"2,277",314,98
CA,6,24480,Mendocino Unified School District,"5,667",482,48
CA,6,22,Mendota Unified School District,"13,075","2,912","1,129"
CA,6,24540,Menifee Union School District,"86,768","10,456","1,021"
CA,6,24570,Menlo Park City Elementary School District,"27,915","3,325",80
CA,6,24600,Merced City Elementary School District,"88,990","12,245","4,440"
CA,6,24630,Merced River Union Elementary School District,858,140,35
CA,6,24660,Merced Union High School District,"177,642","12,356","3,640"
CA,6,24690,Meridian Elementary School District,666,66,9
CA,6,24720,Mesa Union Elementary School District,"3,848",357,31
CA,6,24750,Middletown Unified School District,"9,981","1,726",316
CA,6,24780,Midway Elementary School District,490,53,18
CA,6,24870,Mill Valley Elementary School District,"32,070","4,033",189
CA,6,24900,Millbrae Elementary School District,"26,211","2,438",159
CA,6,24930,Millville Elementary School District,"1,599",166,42
CA,6,24500,Milpitas Unified School District,"71,877","10,897",776
CA,6,25110,Mission Union Elementary School District,324,38,12
CA,6,25130,Modesto City Elementary School District,"121,605","16,184","4,092"
CA,6,25150,Modesto City High School District,"284,283","17,763","2,762"
CA,6,25190,Modoc Joint Unified School District,"5,983",856,245
CA,6,25230,Mojave Unified School District,"20,083","3,545","1,267"
CA,6,25290,Monroe Elementary School District,"1,255",175,53
CA,6,25320,Monrovia Unified School District,"44,795","6,687",906
CA,6,25350,Monson-Sultana Joint Union Elementary School District,"2,547",419,171
CA,6,25380,Montague Elementary School District,"1,955",243,65
CA,6,25410,Monte Rio Union Elementary School District,"2,298",106,9
CA,6,25470,Montebello Unified School District,"169,536","31,089","7,175"
CA,6,25500,Montecito Union Elementary School District,"6,529",496,75
CA,6,25530,Monterey Peninsula Unified School District,"92,486","13,894","1,779"
CA,6,25650,Montgomery Elementary School District,886,56,4
CA,6,25690,Moorpark Unified School District,"37,405","7,023",524
CA,6,25740,Moraga Elementary School District,"17,700","1,863",47
CA,6,25770,Moreland School District,"51,810","5,602",416
CA,6,25800,Moreno Valley Unified School District,"185,444","39,669","7,220"
CA,6,25830,Morgan Hill Unified School District,"65,169","12,378",752
CA,6,25860,Morongo Unified School District,"72,933","10,024","2,319"
CA,6,25980,Mother Lode Union Elementary School District,"16,073","1,409",207
CA,6,26340,Mount Baldy Joint Elementary School District,399,37,0
CA,6,26370,Mount Diablo Unified School District,"273,977","41,443","4,321"
CA,6,26400,Mount Pleasant Elementary School District,"23,873","2,913",382
CA,6,26040,Mount Shasta Union Elementary School District,"7,068",621,171
CA,6,26070,Mountain Elementary School District,"1,353",75,7
CA,6,26100,Mountain Empire Unified School District,"12,216","2,001",300
CA,6,26130,Mountain House Elementary School District,380,56,16
CA,6,27040,Mountain Union Elementary School District,"1,302",95,40
CA,6,18,Mountain Valley Unified School District,"2,870",345,83
CA,6,26190,Mountain View Elementary School District,"59,024","7,936","2,379"
CA,6,26220,Mountain View Elementary School District,"20,915","2,628",386
CA,6,26280,Mountain View Whisman Elementary School District,"71,425","5,848",523
CA,6,26310,Mountain View-Los Altos Union School District,"115,648","4,749",245
CA,6,26430,Mulberry Elementary School District,153,17,5
CA,6,26460,Mupu Elementary School District,"1,005",78,16
CA,6,26490,Muroc Joint Unified School District,"5,970","1,198",347
CA,6,29,Murrieta Valley Unified School District,"115,847","24,106","1,850"
CA,6,26640,Napa Valley Unified School District,"119,320","19,479","1,468"
CA,6,26670,National Elementary School District,"62,131","5,375","1,269"
CA,6,36,Natomas Unified School District,"77,248","12,820","1,482"
CA,6,26760,Needles Unified School District,"7,513","1,105",318
CA,6,26820,Nevada City Elementary School District,"15,578","1,122",134
CA,6,26880,Nevada Joint Union High School District,"83,537","3,857",437
CA,6,26910,New Haven Unified School District,"81,692","13,210","1,018"
CA,6,26970,New Hope Elementary School District,"1,703",269,55
CA,6,27030,New Jerusalem Elementary School District,"2,004",197,41
CA,6,27060,Newark Unified School District,"46,884","7,789",542
CA,6,27120,Newcastle Elementary School District,"2,857",287,22
CA,6,27180,Newhall Elementary School District,"76,378","7,070",858
CA,6,27200,Newman-Crows Landing Unified School District,"14,037","3,101",474
CA,6,27240,Newport-Mesa Unified School District,"206,139","26,537","3,452"
CA,6,27300,Nicasio Elementary School District,728,82,5
CA,6,27450,Norris Elementary School District,"25,448","4,101",380
CA,6,27480,North County Joint Union Elementary School District,"3,717",418,42
CA,6,27510,North Cow Creek Elementary School District,"1,607",141,17
CA,6,27590,North Monterey County Unified School District,"27,725","5,460",738
CA,6,3030,Northern Humboldt Union High School District,"45,079","1,772",302
CA,6,27690,Norwalk-La Mirada Unified School District,"129,475","21,888","3,031"
CA,6,27720,Novato Unified School District,"60,565","10,256",726
CA,6,27750,Nuestro Elementary School District,316,43,14
CA,6,27780,Nuview Union Elementary School District,"10,909","1,454",279
CA,6,27810,Oak Grove Elementary School District,"113,621","13,704","1,272"
CA,6,27840,Oak Grove Union Elementary School District,"5,200",471,29
CA,6,27850,Oak Park Unified School District,"14,389","2,841",124
CA,6,27870,Oak Run Elementary School District,609,52,14
CA,6,27900,Oak Valley Union Elementary School District,"1,459",225,61
CA,6,27930,Oak View Union Elementary School District,"3,079",410,66
CA,6,62,Oakdale Joint Unified School District,"32,909","5,840",665
CA,6,28050,Oakland Unified School District,"430,440","58,016","10,713"
CA,6,28080,Oakley Union Elementary School District,"36,328","4,983",475
CA,6,28140,Ocean View Elementary School District,"97,500","9,670","1,478"
CA,6,28170,Ocean View Elementary School District,"18,164","2,514",423
CA,6,28250,Oceanside Unified School District,"145,268","22,307","2,841"
CA,6,28270,Ojai Unified School District,"22,491","3,256",344
CA,6,28320,Old Adobe Union Elementary School District,"26,769","2,213",175
CA,6,28470,Ontario-Montclair School District,"178,174","23,831","5,566"
CA,6,28530,Orange Center Elementary School District,"1,865",313,120
CA,6,28650,Orange Unified School District,"231,727","36,075","4,818"
CA,6,28680,Orchard Elementary School District,"19,621","1,382",118
CA,6,28710,Orcutt Union Elementary School District,"38,339","4,454",569
CA,6,28830,Orick Elementary School District,386,25,8
CA,6,28860,Orinda Union Elementary School District,"19,451","2,555",60
CA,6,45,Orland Joint Unified School District,"13,940","2,638",592
CA,6,28950,Oro Grande Elementary School District,"1,170",135,43
CA,6,29100,Oroville City Elementary School District,"28,363","2,908",929
CA,6,29130,Oroville Union High School District,"55,273","3,131",706
CA,6,29160,Outside Creek Elementary School District,758,105,32
CA,6,29190,Owens Valley Unified School District,658,65,6
CA,6,29220,Oxnard Elementary School District,"130,698","16,601","3,186"
CA,6,29270,Oxnard Union High School District,"328,907","18,765","2,680"
CA,6,29280,Pacheco Union Elementary School District,"8,776",851,142
CA,6,29340,Pacific Elementary School District,877,58,2
CA,6,29370,Pacific Grove Unified School District,"18,519","2,254",139
CA,6,29400,Pacific Union Elementary School District,"3,182",425,128
CA,6,29430,Pacific Union Elementary School District,"4,847",345,106
CA,6,20460,Pacifica School District,"39,411","3,916",171
CA,6,29490,Pajaro Valley Joint Unified School District,"115,323","21,367","3,542"
CA,6,29540,Palermo Union Elementary School District,"8,479","1,003",353
CA,6,29550,Palm Springs Unified School District,"182,200","26,383","6,662"
CA,6,29580,Palmdale Elementary School District,"134,476","19,736","4,860"
CA,6,29610,Palo Alto Unified School District,"87,658","12,902",542
CA,6,29640,Palo Verde Unified School District,"26,885","3,789",805
CA,6,29670,Palo Verde Union Elementary School District,"2,835",516,129
CA,6,29700,Palos Verdes Peninsula Unified School District,"62,934","10,570",476
CA,6,6390,Panama-Buena Vista School District,"126,837","18,259","3,559"
CA,6,29770,Panoche Elementary School District,135,10,1
CA,6,29790,Paradise Elementary School District,947,97,21
CA,6,29820,Paradise Unified School District,"41,030","5,153",955
CA,6,29850,Paramount Unified School District,"80,221","16,397","3,593"
CA,6,29910,Parlier Unified School District,"16,537","4,004","1,396"
CA,6,29940,Pasadena Unified School District,"209,496","26,154","3,834"
CA,6,48,Paso Robles Joint Unified School District,"48,531","7,456","1,295"
CA,6,30030,Patterson Joint Unified School District,"27,171","6,331","1,170"
CA,6,30090,Peninsula Union Elementary School District,480,43,5
CA,6,1427,Penn Valley Union Elementary School District,"13,030","1,029",208
CA,6,30180,Perris Elementary School District,"51,990","6,471","1,619"
CA,6,30210,Perris Union High School District,"176,496","12,944","1,859"
CA,6,30230,Petaluma City Elementary School District,"31,787","2,385",196
CA,6,30250,Petaluma Joint Union High School District,"76,379","5,538",356
CA,6,30330,Piedmont City Unified School District,"11,766","2,545",54
CA,6,30360,Pierce Joint Unified School District,"7,047","1,428",249
CA,6,30390,Pine Ridge Elementary School District,906,74,6
CA,6,30450,Piner-Olivet Union Elementary School District,"16,561","1,352",103
CA,6,30480,Pioneer Union Elementary School District,"5,628",458,59
CA,6,30510,Pioneer Union Elementary School District,"10,716","1,671",280
CA,6,30520,Pioneer Union Elementary School District,"1,581",88,19
CA,6,30600,Pittsburg Unified School District,"61,151","11,310","2,099"
CA,6,30630,Pixley Union Elementary School District,"5,461","1,037",408
CA,6,30660,Placentia-Yorba Linda Unified School District,"167,520","28,055","2,913"
CA,6,30720,Placer Hills Union Elementary School District,"15,148","1,350",79
CA,6,30750,Placer Union High School District,"95,262","5,217",352
CA,6,30780,Placerville Union Elementary School District,"15,965","1,418",206
CA,6,30810,Plainsburg Union Elementary School District,473,63,21
CA,6,30840,Planada Elementary School District,"5,881",924,361
CA,6,30870,Plaza Elementary School District,346,50,9
CA,6,30900,Pleasant Grove Joint Union Elementary School District,908,103,18
CA,6,30930,Pleasant Ridge Union Elementary School District,"20,804","1,795",192
CA,6,30990,Pleasant Valley Elementary School District,"77,159","8,062",821
CA,6,31020,Pleasant Valley Joint Union Elementary School District,923,93,14
CA,6,31050,Pleasant View Elementary School District,"2,636",488,217
CA,6,20,Pleasanton Unified School District,"77,798","15,351",560
CA,6,31180,Plumas Lake Elementary School District,"6,507","1,141",87
CA,6,31170,Plumas Unified School District,"18,142","2,268",446
CA,6,31230,Point Arena Joint Union High School District,"5,692",212,43
CA,6,31290,Pollock Pines Elementary School District,"9,166",832,95
CA,6,31320,Pomona Unified School District,"172,471","31,439","7,149"
CA,6,31350,Pond Union Elementary School District,737,136,55
CA,6,31380,Pope Valley Union Elementary School District,793,128,5
CA,6,64,Porterville Unified School District,"102,053","15,555","5,688"
CA,6,31470,Portola Valley Elementary School District,"6,958",827,12
CA,6,31400,Potter Valley Community Unified School District,"2,078",283,71
CA,6,31530,Poway Unified School District,"202,986","36,069","1,949"
CA,6,31620,Princeton Joint Unified School District,"1,107",223,26
CA,6,31680,Raisin City Elementary School District,"2,150",356,122
CA,6,31710,Ramona City Unified School District,"38,057","6,653",587
CA,6,31740,Rancho Santa Fe Elementary School District,"6,381",545,97
CA,6,31830,Ravendale-Termo Elementary School District,148,15,3
CA,6,31860,Ravenswood City Elementary School District,"37,562","5,343",815
CA,6,31920,Raymond-Knowles Union Elementary School District,"1,305",129,21
CA,6,32010,Red Bluff Joint Union High School District,"43,298","2,440",456
CA,6,31980,Red Bluff Union Elementary School District,"20,495","2,354",665
CA,6,32040,Redding Elementary School District,"35,510","3,548",696
CA,6,32070,Redlands Unified School District,"131,890","21,452","2,979"
CA,6,32,Redondo Beach Unified School District,"69,280","7,979",446
CA,6,32130,Redwood City Elementary School District,"101,224","11,276","1,221"
CA,6,32160,Reed Union Elementary School District,"14,105","1,839",77
CA,6,32250,Reeds Creek Elementary School District,"1,291",92,28
CA,6,32270,Reef-Sunset Unified School District,"16,898","2,641",881
CA,6,32310,Rescue Union Elementary School District,"35,588","4,699",324
CA,6,32370,Rialto Unified School District,"126,752","27,653","6,119"
CA,6,32400,Richfield Elementary School District,"1,202",155,31
CA,6,32430,Richgrove Elementary School District,"3,413",676,334
CA,6,21450,Richland Union School District,"20,301","3,518","1,114"
CA,6,32520,Richmond Elementary School District,"1,031",102,6
CA,6,32610,Rim of the World Unified School District,"30,615","4,867",949
CA,6,32640,Rincon Valley Union Elementary School District,"42,067","3,020",284
CA,6,32710,Rio Bravo-Greeley Union Elementary School District,"5,123",787,147
CA,6,32730,Rio Dell Elementary School District,"3,508",399,85
CA,6,32760,Rio Elementary School District,"37,500","4,764",754
CA,6,32880,Ripon Unified School District,"18,847","3,923",599
CA,6,33110,River Delta Joint Unified School District,"16,424","2,161",334
CA,6,61,Riverbank Unified School District,"15,753","3,200",585
CA,6,40,Riverdale Joint Unified School District,"8,418","1,672",461
CA,6,33150,Riverside Unified School District,"271,629","46,099","6,290"
CA,6,33210,Roberts Ferry Union Elementary School District,615,60,8
CA,6,33240,Robla Elementary School District,"20,995","2,182",488
CA,6,33270,Rockford Elementary School District,"1,356",232,73
CA,6,13,Rocklin Unified School District,"62,422","12,182",619
CA,6,33390,Romoland Elementary School District,"26,829","3,605",534
CA,6,33480,Rosedale Union Elementary School District,"46,549","6,738",608
CA,6,33510,Roseland School District,"12,585","1,347",231
CA,6,33570,Rosemead Elementary School District,"28,126","2,686",652
CA,6,33600,Roseville City Elementary School District,"91,553","11,184",817
CA,6,33630,Roseville Joint Union High School District,"179,300","10,878",629
CA,6,33660,Ross Elementary School District,"2,816",477,25
CA,6,6,Ross Valley Elementary School District,"24,272","2,890",116
CA,6,33690,Round Valley Joint Elementary School District,"1,051",69,8
CA,6,33720,Round Valley Unified School District,"2,611",462,145
CA,6,33750,Rowland Unified School District,"112,779","17,385","3,233"
CA,6,33840,Sacramento City Unified School District,"350,139","53,187","10,275"
CA,6,33860,Saddleback Valley Unified School District,"221,407","34,640","2,804"
CA,6,33900,Salida Union Elementary School District,"21,000","3,124",372
CA,6,33930,Salinas City Elementary School District,"81,923","8,758","1,765"
CA,6,33980,Salinas Union High School District,"180,541","17,917","2,682"
CA,6,34050,San Antonio Union Elementary School District,"1,941",230,27
CA,6,34080,San Ardo Union Elementary School District,792,131,26
CA,6,34140,San Benito High School District,"53,901","3,514",371
CA,6,34170,San Bernardino City Unified School District,"266,861","55,210","18,427"
CA,6,34230,San Bruno Park Elementary School District,"39,068","3,813",257
CA,6,34290,San Carlos Elementary School District,"28,373","3,369",62
CA,6,34320,San Diego City Unified School District,"1,095,339","139,217","23,597"
CA,6,34380,San Dieguito Union High School District,"178,802","14,794",746
CA,6,34410,San Francisco Unified School District,"884,363","78,813","9,504"
CA,6,34425,San Gabriel Unified School District,"43,236","5,702",986
CA,6,34440,San Jacinto Unified School District,"50,917","10,894","2,370"
CA,6,34590,San Jose Unified School District,"273,335","40,833","3,449"
CA,6,34620,San Juan Unified School District,"346,462","50,474","7,662"
CA,6,34680,San Leandro Unified School District,"75,257","11,110","1,195"
CA,6,34710,San Lorenzo Unified School District,"85,151","14,128","1,704"
CA,6,34740,San Lorenzo Valley Unified School District,"25,123","3,225",182
CA,6,34770,San Lucas Union Elementary School District,414,64,10
CA,6,34800,San Luis Coastal Unified School District,"95,568","8,086",776
CA,6,34880,San Marcos Unified School District,"123,198","20,629","2,137"
CA,6,34860,San Marino Unified School District,"15,502","2,993",296
CA,6,34980,San Mateo Union High School District,"242,040","10,850",568
CA,6,34920,San Mateo-Foster City Elementary School District,"138,627","13,658",892
CA,6,35010,San Miguel Joint Union Elementary School District,"5,307",658,106
CA,6,35040,San Pasqual Union Elementary School District,"3,486",546,30
CA,6,35070,San Pasqual Valley Unified School District,"3,629",716,241
CA,6,35090,San Rafael City Elementary School District,"56,743","4,919",732
CA,6,35110,San Rafael City High School District,"78,740","3,068",318
CA,6,35130,San Ramon Valley Unified School District,"156,923","31,602",845
CA,6,35220,San Ysidro Elementary School District,"44,949","4,083","1,096"
CA,6,35250,Sanger Unified School District,"52,832","11,342","2,494"
CA,6,35310,Santa Ana Unified School District,"269,899","52,570","13,406"
CA,6,1414,Santa Barbara Unified School District,"194,640","17,032","1,989"
CA,6,35490,Santa Clara Elementary School District,174,16,1
CA,6,35430,Santa Clara Unified School District,"155,963","19,386","1,144"
CA,6,35590,Santa Cruz City Elementary School District,"65,467","2,742",242
CA,6,35600,Santa Cruz City High School District,"123,449","5,817",696
CA,6,35670,Santa Maria Joint Union High School District,"150,667","9,775","1,563"
CA,6,5580,Santa Maria-Bonita Elementary School District,"103,991","14,867","3,170"
CA,6,35700,Santa Monica-Malibu Unified School District,"112,724","10,683","1,065"
CA,6,1421,Santa Paula Unified School District,"33,169","5,786","1,018"
CA,6,35790,Santa Rita Union Elementary School District,"23,795","2,789",449
CA,6,35810,Santa Rosa Elementary School District,"75,037","5,977",821
CA,6,35830,Santa Rosa High School District,"218,624","15,445","1,482"
CA,6,35850,Santa Ynez Valley Union High School District,"22,222","1,453",58
CA,6,35880,Santee School District,"61,134","6,351",627
CA,6,35910,Saratoga Union Elementary School District,"21,416","2,645",73
CA,6,35940,Saucelito Elementary School District,187,29,11
CA,6,35970,Saugus Union Elementary School District,"105,583","10,425",640
CA,6,36000,Sausalito Elementary School District,"11,035",592,91
CA,6,36030,Savanna Elementary School District,"30,982","2,613",527
CA,6,36100,Scotia Union Elementary School District,"1,403",200,24
CA,6,159,Scott Valley Unified School District,"5,185",759,191
CA,6,43,Scotts Valley Unified School District,"18,579","3,152",155
CA,6,36180,Sebastopol Union Elementary School District,"12,192","1,069",90
CA,6,36210,Seeley Union Elementary School District,"3,133",418,129
CA,6,36240,Seiad Elementary School District,320,23,3
CA,6,36270,Selma Unified School District,"31,011","6,804","1,822"
CA,6,36330,Semitropic Elementary School District,371,71,18
CA,6,36360,Sequoia Union Elementary School District,"2,185",278,61
CA,6,36390,Sequoia Union High School District,"261,419","12,511",782
CA,6,36420,Shaffer Union Elementary School District,"9,317",258,39
CA,6,36450,Shandon Joint Unified School District,"1,944",397,62
CA,6,36570,Shasta Union Elementary School District,"2,308",216,33
CA,6,36600,Shasta Union High School District,"102,753","5,320",789
CA,6,36660,Shiloh Elementary School District,798,115,28
CA,6,36670,Shoreline Unified School District,"6,292",700,71
CA,6,36800,Sierra Sands Unified School District,"37,513","6,702","1,535"
CA,6,36805,Sierra Unified School District,"11,998","1,886",177
CA,6,36780,Sierra-Plumas Joint Unified School District,"3,599",424,79
CA,6,36810,Silver Fork Elementary School District,255,17,1
CA,6,36820,Silver Valley Unified School District,"14,380","2,413",380
CA,6,36840,Simi Valley Unified School District,"132,174","22,489","1,720"
CA,6,36940,Siskiyou Union High School District,"15,823",806,87
CA,6,36960,Snelling-Merced Falls Union Elementary School District,720,90,21
CA,6,36970,Snowline Joint Unified School District,"42,528","8,427","1,301"
CA,6,36990,Solana Beach Elementary School District,"40,364","3,402",173
CA,6,37050,Soledad Unified School District,"27,901","4,509",629
CA,6,37110,Solvang Elementary School District,"6,058",579,198
CA,6,37140,Somis Union Elementary School District,"3,279",314,38
CA,6,37200,Sonoma Valley Unified School District,"40,860","5,549",572
CA,6,37230,Sonora Elementary School District,"8,719",689,256
CA,6,37260,Sonora Union High School District,"39,113","1,675",193
CA,6,37290,Soquel Elementary School District,"27,555","2,322",206
CA,6,37320,Soulsbyville Elementary School District,"4,764",463,55
CA,6,37350,South Bay Union Elementary School District,"7,022",503,86
CA,6,37380,South Bay Union School District,"81,726","7,558","1,722"
CA,6,37470,South Fork Union School District,"3,765",291,53
CA,6,19650,South Monterey County Joint Union High School District,"38,961","2,740",468
CA,6,37500,South Pasadena Unified School District,"26,500","4,271",358
CA,6,37530,South San Francisco Unified School District,"83,655","11,963",807
CA,6,37560,South Whittier Elementary School District,"29,829","3,957",969
CA,6,37590,Southern Humboldt Joint Unified School District,"8,684","1,039",166
CA,6,37620,Southern Kern Unified School District,"20,772","4,263",979
CA,6,37630,Southern Trinity Joint Unified School District,"1,005",115,50
CA,6,37650,Southside Elementary School District,"1,915",185,10
CA,6,37680,Spencer Valley Elementary School District,484,31,5
CA,6,37710,Spreckels Union Elementary School District,"6,706",741,42
CA,6,37770,Springville Union Elementary School District,"3,992",313,128
CA,6,37830,St. Helena Unified School District,"10,164","1,420",211
CA,6,37890,Standard Elementary School District,"24,369","3,169",922
CA,6,37950,Stanislaus Union Elementary School District,"31,828","3,814",633
CA,6,38010,Stockton Unified School District,"216,086","43,130","12,926"
CA,6,38040,Stone Corral Elementary School District,751,111,51
CA,6,38070,Stony Creek Joint Unified School District,961,162,46
CA,6,38130,Strathmore Union Elementary School District,"5,866",930,403
CA,6,38220,Sulphur Springs Union Elementary School District,"63,113","5,873",747
CA,6,38250,Summerville Elementary School District,"4,391",454,107
CA,6,38280,Summerville Union High School District,"9,905",470,31
CA,6,38340,Sundale Union Elementary School District,"2,460",420,117
CA,6,38430,Sunnyside Union Elementary School District,"2,385",431,184
CA,6,38460,Sunnyvale Elementary School District,"92,494","8,268",508
CA,6,21,Sunol Glen Unified School District,"1,041",127,21
CA,6,38520,Surprise Valley Joint Unified School District,"1,164",130,29
CA,6,38550,Susanville Elementary School District,"10,390","1,131",296
CA,6,38610,Sutter Union High School District,"7,922",544,39
CA,6,38640,Sweetwater Union High School District,"490,742","44,527","7,057"
CA,6,38670,Sylvan Union Elementary School District,"76,545","9,695","1,267"
CA,6,38700,Taft City School District,"20,356","2,381",809
CA,6,38730,Taft Union High School District,"21,445","1,245",310
CA,6,38770,Tahoe-Truckee Unified School District,"33,420","4,425",249
CA,6,38790,Tamalpais Union High School District,"117,152","5,662",227
CA,6,38880,Tehachapi Unified School District,"37,452","5,702",972
CA,6,28,Temecula Valley Unified School District,"156,672","33,578","2,251"
CA,6,38980,Temple City Unified School District,"35,818","5,392",760
CA,6,39000,Templeton Unified School District,"10,952","1,972",132
CA,6,39060,Terra Bella Union Elementary School District,"6,087","1,004",305
CA,6,39180,Thermalito Union School District,"12,345","1,580",481
CA,6,39210,Three Rivers Union Elementary School District,"2,383",194,40
CA,6,39300,Tipton Elementary School District,"3,412",648,212
CA,6,39420,Torrance Unified School District,"149,919","22,179","1,875"
CA,6,47,Tracy Unified School District,"105,348","19,431","2,350"
CA,6,39600,Traver Joint Elementary School District,"1,271",203,67
CA,6,39630,Travis Unified School District,"32,265","4,772",335
CA,6,39690,Tres Pinos Union Elementary School District,834,92,5
CA,6,39720,Trinidad Union Elementary School District,"2,248",209,21
CA,6,1331,Trinity Alps Unified School District,"8,513",824,227
CA,6,39750,Trinity Center Elementary School District,421,15,7
CA,6,39840,Trona Joint Unified School District,"1,992",295,86
CA,6,39870,Tulare City Elementary School District,"63,283","10,252","2,852"
CA,6,39930,Tulare Joint Union High School District,"82,517","6,015","1,365"
CA,6,39940,Tulelake Basin Joint Unified School District,"2,387",492,133
CA,6,158,Turlock Unified School District,"86,203","14,910","2,347"
CA,6,40150,Tustin Unified School District,"139,143","24,026","3,237"
CA,6,40200,Twain Harte School District,"5,513",400,40
CA,6,40230,Twin Hills Union Elementary School District,"5,904",486,49
CA,6,12,Twin Ridges Elementary School District,"2,572",188,52
CA,6,1332,Twin Rivers Unified School District,"195,713","34,262","8,855"
CA,6,40260,Two Rock Union Elementary School District,"1,745",164,15
CA,6,40300,Ukiah Unified School District,"39,110","6,830","1,353"
CA,6,40320,Union Elementary School District,"48,135","5,969",212
CA,6,40380,Union Hill Elementary School District,"2,447",184,18
CA,6,16,Upland Unified School District,"77,946","12,808","1,868"
CA,6,1442,Upper Lake Unified School District,"8,821",912,289
CA,6,40590,Vacaville Unified School District,"83,495","13,597","1,287"
CA,6,91135,Val Verde Unified School District,"89,981","20,658","3,811"
CA,6,40650,Valle Lindo Elementary School District,"6,241",680,127
CA,6,40680,Vallecito Union Elementary School District,"10,315",712,152
CA,6,40710,Vallecitos Elementary School District,"2,328",184,44
CA,6,40740,Vallejo City Unified School District,"128,235","19,302","3,231"
CA,6,69,Valley Center-Pauma Unified School District,"26,605","4,407",533
CA,6,40800,Valley Home Joint Elementary School District,"1,776",201,15
CA,6,40980,Ventura Unified School District,"122,915","18,541","1,945"
CA,6,41040,Victor Elementary School District,"100,141","11,091","3,730"
CA,6,36972,Victor Valley Union High School District,"168,238","16,920","4,819"
CA,6,41130,Vineland Elementary School District,"4,470",767,308
CA,6,41160,Visalia Unified School District,"149,775","31,544","7,571"
CA,6,41190,Vista Unified School District,"157,940","26,119","3,663"
CA,6,41220,Vista del Mar Union Elementary School District,527,46,9
