Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
MI,26,12000,Detroit City School District,"687,729","122,956","55,731"
MI,26,12030,Dexter Community School District,"20,846","3,984",230
MI,26,26940,Dollar Bay-Tamarack City Area Schools,"1,812",340,47
MI,26,12150,Dowagiac Union Schools,"14,905","2,345",586
MI,26,12240,Dryden Community Schools,"4,498",716,44
MI,26,12300,Dundee Community Schools,"8,599","1,493",134
MI,26,12330,Durand Area Schools,"10,529","1,625",274
MI,26,12420,East China School District,"28,714","4,766",446
MI,26,12450,East Detroit Public Schools,"39,379","6,997","1,796"
MI,26,12480,East Grand Rapids Public School District,"12,188","2,813",62
MI,26,12540,East Jackson Community Schools,"7,761","1,243",281
MI,26,12560,East Jordan Public Schools,"6,777","1,121",199
MI,26,12600,East Lansing School District,"57,272","3,204",420
MI,26,12660,Easton Township School District 6,409,57,11
MI,26,12690,Eaton Rapids Public Schools,"17,360","3,084",341
MI,26,12810,Eau Claire Public Schools,"3,477",582,151
MI,26,12930,Ecorse Public School District,"8,430","1,491",651
MI,26,12990,Edwardsburg Public Schools,"12,492","2,284",217
MI,26,13050,Elk Rapids Schools,"8,726","1,191",118
MI,26,13090,Elkton-Pigeon-Bay Port Schools,"6,622",961,154
MI,26,13110,Ellsworth Community Schools,"1,566",234,41
MI,26,13140,Elm River Township School District,175,18,7
MI,26,15600,Engadine Consolidated Schools,"1,884",226,59
MI,26,13500,Escanaba Area Public Schools,"19,573","2,865",522
MI,26,13530,Essexville-Hampton Public Schools,"8,494","1,445",142
MI,26,13560,Evart Public Schools,"7,143","1,219",256
MI,26,00014,Ewen-Trout Creek Consolidated Schools,"2,180",187,67
MI,26,13680,Excelsior Township School District 1,343,57,14
MI,26,10560,Fairview Area School District,"2,780",361,125
MI,26,14070,Farmington Public School District,"87,277","12,806",670
MI,26,14100,Farwell Area Schools,"11,068","1,558",441
MI,26,14230,Fennville Public Schools,"9,326","1,718",271
MI,26,14250,Fenton Area Public Schools,"20,557","3,379",268
MI,26,14280,Ferndale Public Schools,"25,267","2,901",402
MI,26,14460,Fitzgerald Public Schools,"17,828","2,980",945
MI,26,07080,Flat Rock Community Schools,"10,417","1,937",270
MI,26,14520,Flint City School District,"97,795","17,025","6,629"
MI,26,14550,Flushing Community Schools,"25,935","4,270",449
MI,26,14570,Forest Area Community Schools,"6,225",875,201
MI,26,14610,Forest Hills Public Schools,"50,220","10,599",369
MI,26,11190,Forest Park School District,"4,186",492,76
MI,26,14700,Fowler Public Schools,"2,640",534,27
MI,26,14730,Fowlerville Community Schools,"16,931","2,944",245
MI,26,14760,Frankenmuth School District,"9,308","1,454",68
MI,26,14790,Frankfort-Elberta Area Schools,"3,593",378,80
MI,26,14820,Fraser Public Schools,"29,552","4,403",539
MI,26,15060,Freeland Community School District,"11,433","1,832",109
MI,26,15150,Fremont Public School District,"13,582","2,320",375
MI,26,15390,Fruitport Community Schools,"18,387","3,253",386
MI,26,15420,Fulton Schools,"4,673",812,132
MI,26,15450,Galesburg-Augusta Community School District,"7,366","1,295",199
MI,26,15480,Galien Township School District,"2,546",343,55
MI,26,15510,Ganges School District 4,422,46,6
MI,26,15540,Garden City School District,"27,151","4,182",717
MI,26,15730,Gaylord Community Schools,"20,486","3,352",562
MI,26,15750,Genesee School District,"3,117",572,116
MI,26,15870,Gibraltar School District,"20,882","3,678",326
MI,26,15970,Gladstone Area Schools,"9,203","1,469",180
MI,26,15990,Gladwin Community Schools,"13,259","1,796",517
MI,26,16020,Glen Lake Community Schools,"5,341",649,51
MI,26,16050,Gobles Public School District,"5,705",960,141
MI,26,16080,Godfrey-Lee Public Schools,"7,845","1,684",336
MI,26,16110,Godwin Heights Public Schools,"12,883","2,277",441
MI,26,16320,Goodrich Area Schools,"9,592","1,905",114
MI,26,16350,Grand Blanc Community Schools,"48,135","8,540",707
MI,26,16380,Grand Haven Area Public Schools,"42,948","7,147",547
MI,26,16410,Grand Ledge Public Schools,"34,777","5,252",357
MI,26,16440,Grand Rapids Public Schools,"196,222","30,248","6,350"
MI,26,16470,Grandville Public Schools,"40,687","7,198",450
MI,26,16500,Grant Public School District,"10,094","1,918",278
MI,26,16560,Grant Township School District 2,214,11,2
MI,26,16830,Grass Lake Community Schools,"6,714","1,154",76
MI,26,17160,Greenville Public Schools,"23,509","4,091",697
MI,26,17220,Grosse Ile Township Schools,"9,990","1,687",93
MI,26,25740,Grosse Pointe Public Schools,"49,087","9,036",526
MI,26,17250,Gull Lake Community Schools,"19,645","3,455",241
MI,26,14690,Gwinn Area Community Schools,"9,817","1,660",429
MI,26,17340,Hagar Township School District 6,516,76,18
MI,26,17370,Hale Area Schools,"4,797",527,165
MI,26,17400,Hamilton Community Schools,"14,929","2,875",173
MI,26,17520,Hamtramck Public Schools,"21,633","4,333","2,468"
MI,26,17550,Hancock Public Schools,"6,771",959,127
MI,26,17640,Hanover-Horton Schools,"6,790","1,134",103
MI,26,00007,Harbor Beach Community Schools,"4,337",641,142
MI,26,17700,Harbor Springs School District,"6,823",920,85
MI,26,17730,Harper Creek Community Schools,"14,981","2,420",319
MI,26,17760,Harper Woods City Schools,"8,380","1,506",500
MI,26,17820,Harrison Community Schools,"12,916","1,711",693
MI,26,17860,Hart Public School District,"7,860","1,367",305
MI,26,17880,Hartford Public School District,"6,604","1,262",279
MI,26,17910,Hartland Consolidated Schools,"27,658","5,155",242
MI,26,17940,Haslett Public Schools,"16,106","2,561",241
MI,26,17970,Hastings Area School District,"19,889","3,209",369
MI,26,18030,Hazel Park City School District,"21,754","3,202",642
MI,26,18180,Hemlock Public School District,"9,004","1,409",123
MI,26,18270,Hesperia Community Schools,"5,453",988,231
MI,26,18330,Highland Park City Schools,"11,343","1,805",843
MI,26,18360,Hillman Community Schools,"3,597",452,124
MI,26,18390,Hillsdale Community Schools,"14,503","2,195",404
MI,26,18420,Holland City School District,"39,280","6,078",787
MI,26,18450,Holly Area School District,"28,094","4,770",518
MI,26,18480,Holt Public Schools,"30,368","5,344",707
MI,26,18510,Holton Public Schools,"6,499","1,126",211
MI,26,18540,Homer Community Schools,"4,576",885,143
MI,26,18570,Hopkins Public Schools,"8,383","1,633",110
MI,26,18600,Houghton Lake Community School District,"15,007","1,675",595
MI,26,28890,Houghton-Portage Township Schools,"10,301",930,98
MI,26,18720,Howell Public Schools,"55,341","8,926",594
MI,26,18810,Hudson Area Schools,"5,849",984,150
MI,26,18840,Hudsonville Public School District,"40,438","8,384",276
MI,26,18930,Huron School District,"13,331","2,363",253
MI,26,18990,Huron Valley Schools,"59,704","10,467",589
MI,26,19050,Ida Public School District,"7,805","1,364",68
MI,26,19100,Imlay City Community Schools,"12,109","2,063",231
MI,26,19170,Inland Lakes Schools,"5,916",753,175
MI,26,19250,Ionia Public Schools,"21,790","2,912",508
MI,26,19290,Ionia Township School District 2,926,175,29
MI,26,19410,Iron Mountain Public Schools,"7,378","1,121",177
MI,26,19470,Ironwood Area Schools,"7,516",956,280
MI,26,19530,Ishpeming Public School District,"6,713",984,216
MI,26,19580,Ithaca Public Schools,"7,220","1,243",183
MI,26,19620,Jackson Public Schools,"54,766","9,043","2,396"
MI,26,19800,Jefferson Schools,"12,593","2,067",230
MI,26,19830,Jenison Public Schools,"29,035","4,826",252
MI,26,19890,Johannesburg-Lewiston Area School District,"5,836",728,148
MI,26,19920,Jonesville Community Schools,"6,008","1,048",146
MI,26,19950,Kalamazoo Public School District,"113,084","14,504","3,405"
MI,26,20010,Kaleva Norman Dickson School District,"5,589",752,184
MI,26,20050,Kalkaska Public Schools,"12,779","1,925",374
MI,26,20070,Kearsley Community Schools,"16,274","2,758",468
MI,26,20160,Kelloggsville Public Schools,"13,259","2,217",479
MI,26,20280,Kenowa Hills Public Schools,"25,404","4,050",357
MI,26,20310,Kent City Community Schools,"7,979","1,536",187
MI,26,20340,Kentwood Public Schools,"66,259","11,226","1,570"
MI,26,20380,Kingsley Area Schools,"7,856","1,584",163
MI,26,20400,Kingston Community School District,"3,390",538,95
MI,26,00018,L'Anse Area Schools,"4,778",731,146
MI,26,21870,L'Anse Creuse Public Schools,"71,452","11,484","1,190"
MI,26,20550,Laingsburg Community School District,"6,025","1,067",81
MI,26,20610,Lake City Area School District,"8,064","1,234",302
MI,26,20670,Lake Fenton Community Schools,"11,202","1,785",123
MI,26,20700,Lake Linden-Hubbell School District,"3,697",601,96
MI,26,20730,Lake Orion Community Schools,"42,959","8,144",338
MI,26,32670,Lake Shore Public Schools,"23,361","3,079",373
MI,26,20820,Lakeshore School District,"17,398","3,003",259
MI,26,20910,Lakeview Community Schools,"10,182","1,802",410
MI,26,20880,Lakeview Public Schools,"20,593","2,669",226
MI,26,20850,Lakeview School District,"22,399","3,709",652
MI,26,20940,Lakeville Community Schools,"11,723","1,809",264
MI,26,20980,Lakewood Public Schools,"13,114","2,253",242
MI,26,21120,Lamphere Public Schools,"18,318","2,341",339
MI,26,21150,Lansing Public School District,"125,131","18,970","6,660"
MI,26,21180,Lapeer Community Schools,"41,713","6,343",689
MI,26,21210,Lawrence Public School District,"3,850",687,96
MI,26,21240,Lawton Community School District,"5,594",976,112
MI,26,21390,Leland Public School District,"3,327",387,38
MI,26,21420,Les Cheneaux Community Schools,"2,200",258,52
MI,26,21450,Leslie Public Schools,"7,527","1,400",231
MI,26,21570,Lincoln Consolidated School District,"32,426","6,122",749
MI,26,21600,Lincoln Park Public Schools,"36,685","6,073","1,444"
MI,26,21690,Linden Community Schools,"17,832","3,190",265
MI,26,21750,Litchfield Community Schools,"3,222",548,119
MI,26,21840,Livonia Public Schools,"110,360","16,131","1,304"
MI,26,22050,Lowell Area Schools,"21,815","4,196",275
MI,26,22200,Ludington Area School District,"16,166","2,327",399
MI,26,22230,Mackinac Island Public Schools,474,50,4
MI,26,22260,Mackinaw City Public Schools,"1,269",144,44
MI,26,22290,Madison Public Schools,"12,408","1,554",281
MI,26,22320,Madison School District,"7,808",980,196
MI,26,22350,Mancelona Public Schools,"6,809","1,044",196
MI,26,22380,Manchester Community Schools,"7,680","1,289",64
MI,26,22410,Manistee Area Schools,"12,761","1,586",285
MI,26,22470,Manistique Area Schools,"7,220",946,200
MI,26,22500,Manton Consolidated Schools,"5,431","1,127",207
MI,26,22620,Maple Valley Schools,"8,331","1,409",297
MI,26,22830,Mar Lee School District,"1,602",309,32
MI,26,22740,Marcellus Community Schools,"5,085",848,125
MI,26,22800,Marion Public Schools,"4,389",690,155
MI,26,22860,Marlette Community Schools,"6,491","1,103",273
MI,26,00013,Marquette Area Public Schools,"31,887","3,418",367
MI,26,22970,Marshall Public Schools,"25,166","4,002",784
MI,26,22980,Martin Public Schools,"4,993",945,99
MI,26,23040,Marysville Public Schools,"13,600","2,210",247
MI,26,23100,Mason Consolidated Schools,"7,736","1,147",143
MI,26,23130,Mason County Central Schools,"7,912","1,341",251
MI,26,23160,Mason County Eastern District,"4,883",725,174
MI,26,23070,Mason Public Schools,"19,483","3,139",290
MI,26,23250,Mattawan Consolidated School,"18,567","3,968",269
MI,26,23280,Mayville Community School District,"6,453","1,051",198
MI,26,23310,McBain Rural Agricultural Schools,"5,884","1,111",156
MI,26,23460,Melvindale-North Allen Park School District,"16,408","2,546",742
MI,26,23490,Memphis Community Schools,"5,835","1,012",113
MI,26,23520,Mendon Community School District,"3,601",692,74
MI,26,23550,Menominee Area Public Schools,"11,737","1,575",244
MI,26,23580,Meridian Public Schools,"10,222","1,524",173
MI,26,23610,Merrill Community Schools,"5,049",832,125
MI,26,23670,Mesick Consolidated Schools,"5,512",937,196
MI,26,23790,Michigan Center School District,"7,573","1,230",190
MI,26,23830,Mid Peninsula School District,"1,790",245,31
MI,26,23820,Midland Public Schools,"52,902","8,570",813
MI,26,23850,Milan Area Schools,"15,040","2,235",189
MI,26,23910,Millington Community Schools,"8,802","1,398",236
MI,26,24000,Mio-AuSable Schools,"5,056",718,184
MI,26,24120,Mona Shores Public School District,"23,307","3,777",375
MI,26,24150,Monroe Public Schools,"48,323","7,591","1,273"
MI,26,12960,Montabella Community Schools,"7,418","1,272",227
MI,26,24180,Montague Area Public Schools,"8,474","1,474",193
MI,26,24420,Montrose Community Schools,"7,424","1,270",209
MI,26,24540,Moran Township School District,976,128,17
MI,26,24570,Morenci Area Schools,"4,248",743,127
MI,26,24600,Morley Stanwood Community Schools,"9,631","1,825",488
MI,26,24630,Morrice Area Schools,"4,102",689,81
MI,26,24690,Mount Clemens Community School District,"22,140","3,049",808
MI,26,24720,Mount Morris Consolidated School District,"13,799","2,130",579
MI,26,24750,Mount Pleasant City School District,"46,429","4,459",661
MI,26,24810,Munising Public Schools,"5,673",623,107
MI,26,24840,Muskegon City School District,"37,309","6,162","2,033"
MI,26,24870,Muskegon Heights School District,"10,947","2,266",998
MI,26,25400,N.I.C.E. Community Schools,"6,967","1,154",138
MI,26,24960,Napoleon Community Schools,"8,452","1,427",164
MI,26,25020,Negaunee Public Schools,"8,473","1,377",114
MI,26,25140,New Buffalo Area School District,"4,430",546,107
MI,26,25230,New Haven Community Schools,"15,210","2,285",222
MI,26,25290,New Lothrop Area Public School,"3,757",609,49
MI,26,25320,Newaygo Public School District,"10,297","1,712",353
MI,26,25560,Niles Community School District,"23,922","3,699",871
MI,26,25650,North Adams-Jerome Schools,"3,422",555,79
MI,26,25680,North Branch Area Schools,"11,396","2,011",222
MI,26,29220,North Central Area Schools,"2,954",406,80
MI,26,30480,North Dickinson County Schools,"2,354",335,42
MI,26,25780,North Huron School District,"4,638",552,131
MI,26,25800,North Muskegon Public Schools,"3,834",603,49
MI,26,25920,Northport Public School District,"1,995",169,16
MI,26,25950,Northview Public School District,"17,078","2,878",314
MI,26,25980,Northville Public Schools,"37,007","6,954",212
MI,26,26010,Northwest School District,"26,279","3,416",461
MI,26,26040,Norway-Vulcan Area Schools,"5,223",762,104
MI,26,26100,Nottawa Community School,"1,544",323,62
MI,26,26130,Novi Community School District,"34,027","6,260",170
MI,26,26190,Oak Park City School District,"22,956","3,819",749
MI,26,26220,Oakridge Public Schools,"10,037","1,888",356
MI,26,26280,Okemos Public Schools,"24,288","3,799",260
MI,26,26370,Olivet Community Schools,"7,113","1,195",133
MI,26,26400,Onaway Area Community School District,"5,546",748,157
MI,26,26430,Oneida Township School District 3,88,16,1
MI,26,26490,Onekama Consolidated Schools,"3,225",428,61
MI,26,26520,Onsted Community Schools,"9,279","1,527",163
MI,26,26550,Ontonagon Area Schools,"3,775",394,70
MI,26,26760,Orchard View Schools,"17,071","2,346",460
MI,26,26970,Oscoda Area Schools,"12,460","1,397",366
MI,26,27060,Otsego Public Schools,"14,551","2,487",228
MI,26,27150,Ovid-Elsie Area Schools,"9,646","1,726",202
MI,26,27180,Owendale-Gagetown Area Schools,"1,555",241,45
MI,26,27210,Owosso Public Schools,"24,211","3,704",717
MI,26,27240,Oxford Area Community Schools,"25,356","4,701",192
MI,26,27420,Parchment School District,"10,480","1,784",223
MI,26,27660,Paw Paw Public School District,"13,414","2,241",259
MI,26,27690,Peck Community School District,"2,540",425,70
MI,26,27720,Pellston Public Schools,"5,325",819,123
MI,26,27810,Pennfield School District,"9,101","1,505",248
MI,26,27840,Pentwater Public School District,"2,250",255,42
MI,26,27900,Perry Public School District,"9,524","1,663",182
MI,26,27960,Pewamo-Westphalia Community School District,"4,650",972,56
MI,26,28020,Pickford Public Schools,"2,270",367,34
MI,26,28140,Pinckney Community Schools,"27,285","4,482",227
MI,26,28170,Pinconning Area Schools,"11,607","1,727",203
MI,26,28200,Pine River Area Schools,"7,685","1,253",263
MI,26,28500,Pittsford Area Schools,"3,354",528,70
MI,26,28530,Plainwell Community Schools,"16,024","2,875",323
MI,26,28560,Plymouth-Canton Community Schools,"117,433","21,096","1,115"
MI,26,28740,Pontiac City School District,"80,673","11,994","3,325"
MI,26,28830,Port Huron Area School District,"67,122","10,512","2,485"
MI,26,28950,Portage Public Schools,"54,128","9,706",744
MI,26,29120,Portland Public School District,"12,505","2,261",153
MI,26,29130,Posen Consolidated School District,"1,896",218,58
MI,26,29160,Potterville Public Schools,"5,411",825,102
MI,26,29190,Powell Township Schools,885,85,11
MI,26,27930,Public Schools of Petoskey,"18,662","2,813",258
MI,26,29250,Quincy Community School District,"7,610","1,524",281
MI,26,29340,Rapid River Public Schools,"2,703",359,85
MI,26,29370,Ravenna Public Schools,"6,197","1,114",110
MI,26,29400,Reading Community Schools,"5,115",951,180
MI,26,29460,Redford Union School District,"23,756","3,682",888
MI,26,29490,Reed City Area Public Schools,"10,784","1,731",355
MI,26,29520,Reese Public Schools,"5,238",777,113
MI,26,29540,Reeths-Puffer Schools,"21,675","3,937",464
MI,26,29580,Republic-Michigamme Schools,"1,489",170,17
MI,26,29670,Richmond Community Schools,"12,736","2,087",202
MI,26,29760,River Rouge School District,"8,383","1,630",733
MI,26,29790,River Valley School District,"7,568","1,008",156
MI,26,29910,Riverview Community School District,"12,528","1,747",278
MI,26,29940,Rochester Community School District,"92,731","16,285",520
MI,26,30030,Rockford Public Schools,"42,482","8,971",417
MI,26,30060,Rogers City Area Schools,"5,115",580,137
MI,26,30090,Romeo Community Schools,"35,248","6,095",442
MI,26,30120,Romulus Community Schools,"23,998","4,463","1,306"
MI,26,15830,Roscommon Area Public Schools,"12,096","1,443",437
MI,26,30210,Roseville Community Schools,"44,912","6,795","1,400"
MI,26,30300,Royal Oak City School District,"60,238","5,861",234
MI,26,30360,Rudyard Area Schools,"9,709","1,101",249
MI,26,30390,Saginaw City School District,"59,024","10,171","3,592"
MI,26,30450,Saginaw Township Community Schools,"39,174","5,272",581
MI,26,30660,Saline Area Schools,"28,101","5,682",185
MI,26,30780,Sand Creek Community Schools,"3,654",594,71
MI,26,30840,Sandusky Community School District,"6,884","1,058",170
MI,26,30930,Saranac Community Schools,"6,961","1,238",118
MI,26,30960,Saugatuck Public Schools,"5,172",666,76
MI,26,30990,Sault Ste. Marie Area Schools,"20,125","2,881",546
MI,26,31020,Schoolcraft Community Schools,"5,649","1,091",67
MI,26,31320,Shelby Public Schools,"8,149","1,497",294
MI,26,31380,Shepherd Public School District,"8,918","1,672",217
MI,26,00010,Sigel Township School District 3F,77,6,1
MI,26,00011,Sigel Township School District 4F,80,25,5
MI,26,31830,Sigel Township School District 6,90,19,2
MI,26,32070,Sodus Township School District 5,201,31,15
MI,26,32300,South Haven Public Schools,"13,156","2,048",327
MI,26,32220,South Lake Schools,"20,837","2,633",327
MI,26,32250,South Lyon Community Schools,"42,347","7,315",329
MI,26,32280,South Redford School District,"22,051","3,650",767
MI,26,32310,Southfield Public School District,"72,127","9,927","1,357"
MI,26,32340,Southgate Community School District,"30,382","4,244",626
MI,26,32370,Sparta Area Schools,"15,406","2,937",378
MI,26,32550,Spring Lake Public Schools,"13,189","2,469",127
MI,26,32610,Springport Public Schools,"5,584",939,144
MI,26,32640,St. Charles Community Schools,"6,414","1,014",150
MI,26,00012,St. Ignace Area Schools,"3,742",485,100
MI,26,32820,St. Johns Public Schools,"20,734","3,675",252
MI,26,32850,St. Joseph Public Schools,"19,040","2,806",227
MI,26,32880,St. Louis Public Schools,"10,626","1,227",245
MI,26,32940,Standish-Sterling Community School District,"9,815","1,452",336
MI,26,32970,Stanton Township Public Schools,"1,411",309,22
MI,26,33000,Stephenson Area Public Schools,"5,107",696,81
MI,26,33030,Stockbridge Community Schools,"10,530","1,812",228
MI,26,33090,Sturgis Public Schools,"17,011","3,243",610
MI,26,33120,Summerfield School District,"4,472",725,105
MI,26,00019,Superior Central Schools,"2,115",333,53
MI,26,33360,Suttons Bay Public Schools,"5,839",785,102
MI,26,33410,Swan Valley School District,"8,807","1,326",121
MI,26,33420,Swartz Creek Community Schools,"23,788","3,846",467
MI,26,25350,Tahquamenon Area Schools,"7,534",907,199
MI,26,33510,Tawas Area Schools,"10,734","1,311",252
MI,26,33540,Taylor School District,"66,245","10,864","2,946"
MI,26,33720,Tecumseh Public Schools,"18,060","3,218",253
MI,26,33750,Tekonsha Community Schools,"2,155",387,105
MI,26,33810,Thornapple Kellogg School District,"15,682","3,028",220
MI,26,33840,Three Rivers Community Schools,"17,843","3,043",536
MI,26,33870,Traverse City Area Public Schools,"83,748","12,389","1,226"
MI,26,33900,Trenton Public Schools,"17,659","2,699",232
MI,26,33930,Tri County Area Schools,"13,489","2,538",363
MI,26,34260,Troy School District,"67,096","11,588",422
MI,26,34380,Ubly Community Schools,"3,917",691,93
MI,26,34410,Union City Community Schools,"5,892","1,090",174
MI,26,34440,Unionville-Sebewaing Area School District,"5,229",746,97
MI,26,34470,Utica Community Schools,"186,417","30,308","2,967"
MI,26,34560,Van Buren Public Schools,"46,672","6,993","1,101"
MI,26,34680,Van Dyke Public Schools,"21,688","4,015","1,340"
MI,26,34620,Vanderbilt Area Schools,"2,111",306,49
MI,26,34650,Vandercook Lake Public Schools,"4,890",848,172
MI,26,34710,Vassar Public Schools,"8,716","1,497",305
MI,26,34860,Verona Township School District 1F,163,29,2
MI,26,34920,Vestaburg Community Schools,"3,949",705,129
MI,26,34950,Vicksburg Community Schools,"15,576","2,662",212
MI,26,35010,Wakefield-Marenisco School District,"3,624",285,74
MI,26,35040,Waldron Area Schools,"2,173",366,93
MI,26,35130,Walkerville Rural Community School District,"1,555",232,51
MI,26,35160,Walled Lake Consolidated Schools,"103,794","16,463","1,004"
MI,26,35190,Warren Consolidated Schools,"118,058","16,445","3,033"
MI,26,35220,Warren Woods Public Schools,"21,944","2,909",350
MI,26,35310,Waterford School District,"80,705","11,774","1,186"
MI,26,35340,Watersmeet Township School District,"1,326",153,35
MI,26,35460,Watervliet School District,"6,466","1,066",187
MI,26,35520,Waverly Community Schools,"20,983","2,945",489
MI,26,35550,Wayland Union Schools,"18,353","3,534",278
MI,26,00015,Wayne-Westland Community School District,"87,069","13,435","3,067"
MI,26,35730,Webberville Community Schools,"3,703",662,88
MI,26,35790,Wells Township School District,220,15,2
MI,26,35820,West Bloomfield School District,"34,218","5,722",367
MI,26,35850,West Branch-Rose City Area Schools,"16,379","2,319",507
MI,26,32910,West Iron County Public Schools,"6,938",869,210
MI,26,35910,West Ottawa Public School District,"52,473","10,266","1,001"
MI,26,35940,Western School District,"12,767","2,187",344
MI,26,11640,Westwood Community Schools,"18,104","2,944","1,165"
MI,26,35970,Westwood Heights Schools,"5,541",952,325
MI,26,36060,White Cloud Public Schools,"7,607","1,189",321
MI,26,36120,White Pigeon Community Schools,"6,407","1,038",180
MI,26,36240,Whitefish Township Schools,561,53,4
MI,26,36270,Whiteford Agricultural School District,"4,256",670,50
MI,26,36300,Whitehall School District,"11,914","2,187",286
MI,26,36330,Whitmore Lake Public Schools,"9,379","1,325",127
MI,26,36390,Whittemore-Prescott Area Schools,"7,224","1,002",326
MI,26,36420,Williamston Community Schools,"10,550","1,994",139
MI,26,36480,Wolverine Community Schools,"2,754",412,86
MI,26,36485,Woodhaven-Brownstown School District,"31,432","5,326",693
MI,26,36540,Wyandotte City School District,"24,932","3,640",543
MI,26,36570,Wyoming Public Schools,"37,811","5,963",835
MI,26,36600,Yale Public Schools,"11,026","2,032",252
MI,26,36630,Ypsilanti Community Schools,"61,121","7,633","1,925"
MI,26,36660,Zeeland Public Schools,"33,431","6,916",320
MN,27,00106,A.C.G.C. Public School District,"5,896",996,133
MN,27,00126,Ada-Borup Public School District,"2,571",467,65
MN,27,02730,Adrian Public School District,"2,454",499,61
MN,27,02760,Aitkin Public School District,"9,395","1,257",181
MN,27,02930,Albany Public School District,"9,297","1,849",114
MN,27,02970,Albert Lea Public School District,"22,892","3,587",629
MN,27,03030,Alden-Conger Public School District,"1,524",275,26
MN,27,03060,Alexandria Public School District,"30,143","4,675",328
MN,27,03150,Annandale Public School District,"11,140","1,913",93
MN,27,03180,Anoka-Hennepin Public School District,"240,046","44,096","2,690"
MN,27,03300,Ashby Public School District,"1,416",244,32
MN,27,03450,Austin Public School District,"28,419","5,129",714
MN,27,03540,Badger Public School District,"1,080",183,19
MN,27,03570,Bagley Public School District,"6,071","1,140",192
MN,27,03660,Barnesville Public School District,"4,749",991,68
MN,27,03690,Barnum Public School District,"3,902",746,60
MN,27,03750,Battle Lake Public School District,"3,981",606,50
MN,27,03870,Becker Public School District,"12,177","2,794",96
MN,27,00105,Belgrade-Brooten-Elrosa Public School District,"4,445",830,77
MN,27,04050,Belle Plaine Public School District,"10,010","1,939",79
MN,27,04440,Bemidji Public School District,"38,215","6,381","1,130"
MN,27,04470,Benson Public School District,"5,473",943,118
MN,27,05430,Bertha-Hewitt Public School District,"3,670",676,108
MN,27,05460,Big Lake Public School District,"18,538","4,028",196
MN,27,05660,Bird Island-Olivia-Lake Lillian Public School District,"4,822",777,120
MN,27,05730,Blackduck Public School District,"4,170",745,152
MN,27,05760,Blooming Prairie Public School District,"4,251",798,116
MN,27,05790,Bloomington Public School District,"89,952","12,424","1,311"
MN,27,00130,Blue Earth Area Public Schools,"7,708","1,255",168
MN,27,06060,Braham Public School District,"6,343","1,134",140
MN,27,06090,Brainerd Public School District,"43,899","7,265",778
MN,27,00382,Brandon-Evansville Public Schools,"3,573",544,50
MN,27,06150,Breckenridge Public School District,"4,840",813,75
MN,27,06240,Brooklyn Center School District,"9,678","1,652",368
MN,27,06300,Browerville Public School District,"3,748",654,149
MN,27,07110,Browns Valley Public School District,745,76,20
MN,27,00023,Buffalo Lake-Hector-Stewart Public Schools,"4,099",655,93
MN,27,07200,Buffalo-Hanover-Montrose Public Schools,"34,283","7,170",395
MN,27,07290,Burnsville Public School District,"71,294","11,919","1,252"
MN,27,07320,Butterfield Public School District,"1,130",176,21
MN,27,07350,Byron Public School District,"7,779","1,661",54
MN,27,07380,Caledonia Public School District,"5,970",950,86
MN,27,07410,Cambridge-Isanti Public School District,"29,624","5,336",435
MN,27,07450,Campbell-Tintah Public School District,723,116,19
MN,27,07470,Canby Public School District,"3,463",533,75
MN,27,07500,Cannon Falls Public School District,"7,890","1,352",89
MN,27,07590,Carlton Public School District,"4,566",772,76
MN,27,08070,Cass Lake-Bena Public Schools,"4,476",957,303
MN,27,00110,Cedar Mountain School District,"2,362",436,63
MN,27,08100,Centennial Public School District,"34,019","6,679",224
MN,27,23910,Central Public School District,"8,867","1,563",63
MN,27,08220,Chatfield Public Schools,"5,160","1,039",68
MN,27,00017,Chisago Lakes School District,"21,699","3,678",183
MN,27,08910,Chisholm Public School District,"5,796",883,148
MN,27,08940,Chokio-Alberta Public School District,"1,223",202,18
MN,27,00103,Clearbrook-Gonvick School District,"2,920",513,78
MN,27,09330,Cleveland Public School District,"2,470",433,16
MN,27,09360,Climax-Shelly Public Schools,840,163,22
MN,27,00150,Clinton-Graceville-Beardsley,"2,452",402,52
MN,27,27002,Clinton-Graceville-Beardsley-Wheaton-Sisseton/Wilmot (SD) in Browns Valley (9-12),745,39,3
MN,27,09420,Cloquet Public School District,"14,437","2,565",254
MN,27,09510,Columbia Heights Public School District,"26,755","3,723",558
MN,27,09540,Comfrey Public School District,"1,090",195,26
MN,27,13110,Cook County Public Schools,"5,398",596,85
MN,27,09690,Cromwell-Wright Public Schools,"1,804",302,30
MN,27,09720,Crookston Public School District,"9,716","1,581",240
MN,27,09750,Crosby-Ironton Public School District,"10,900","1,639",232
MN,27,10060,Dassel-Cokato Public School District,"10,464","2,351",134
MN,27,10090,Dawson-Boyd Public School District,"2,784",447,49
MN,27,10140,Deer River Public School District,"5,556",948,151
MN,27,10170,Delano Public School District,"11,718","2,578",80
MN,27,10230,Detroit Lakes Public School District,"17,417","3,001",392
