Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL,17,10690,Colona School District 190,"3,882",402,62
IL,17,10740,Columbia Community Unit School District 4,"12,687","2,223",87
IL,17,39030,Community Consolidated School District 146,"26,536","2,474",291
IL,17,35460,Community Consolidated School District 168,"10,410","1,650",518
IL,17,30510,Community Consolidated School District 180,"6,338",782,220
IL,17,31560,Community Consolidated School District 204,"3,866",174,13
IL,17,13770,Community Consolidated School District 59,"65,577","6,210",821
IL,17,10470,Community Consolidated School District 93,"34,889","3,706",330
IL,17,11370,Community High School District 155,"97,439","6,607",276
IL,17,06540,Community High School District 218,"121,937","6,378","1,014"
IL,17,40440,Community High School District 94,"42,565","2,403",259
IL,17,12570,Community High School District 99,"111,159","5,402",293
IL,17,27990,Community Unit School District 16,"5,711",922,98
IL,17,15880,Community Unit School District 2,"6,112",826,160
IL,17,42180,Community Unit School District 200,"79,979","13,972",912
IL,17,08550,Community Unit School District 300,"112,845","21,080","2,184"
IL,17,25590,Community Unit School District 4,"4,255",737,56
IL,17,08400,Consolidated High School District 230,"156,412","8,886",874
IL,17,06510,Cook County School District 130,"30,199","3,591",725
IL,17,10860,Cornell Community Consolidated School District 426,"1,019",116,12
IL,17,10980,Coulterville Unit School District 1,"1,514",226,36
IL,17,11010,Country Club Hills School District 160,"12,724","1,607",391
IL,17,00176,Cowden-Herrick Community Unit School District 3A,"2,548",432,83
IL,17,11100,Crab Orchard Community Unit School District 3,"2,321",411,58
IL,17,00323,Crescent Iroquois Community Unit School District 249,"1,032",147,21
IL,17,11220,Creston Community Consolidated School District 161,918,111,5
IL,17,11250,Crete-Monee Community Unit School District 201-U,"33,961","5,581",836
IL,17,11290,Creve Coeur School District 76,"6,177",656,146
IL,17,11350,Crystal Lake Community Consolidated School District 47,"62,939","8,164",460
IL,17,39090,Cumberland Community Unit School District 77,"6,104",938,139
IL,17,11520,Cypress School District 64,"1,010",110,21
IL,17,11610,Dakota Community Unit School District 201,"4,686",807,91
IL,17,01388,Dallas Elementary School District 327,"1,939",183,54
IL,17,11700,Dalzell School District 98,727,74,14
IL,17,11730,Damiansville School District 62,833,109,6
IL,17,11790,Danville Community Consolidated School District 118,"38,105","6,401","2,302"
IL,17,21450,Darien School District 61,"16,796","1,654",147
IL,17,12150,De Soto Consolidated School District 86,"1,958",249,81
IL,17,12000,DeKalb Community Unit School District 428,"52,521","6,425","1,144"
IL,17,12030,DeLand-Weldon Community Unit School District 57,"1,391",206,37
IL,17,11850,Decatur School District 61,"67,160","9,890","2,772"
IL,17,11880,Deer Creek-Mackinaw Community Unit School District 701,"5,935","1,185",55
IL,17,11910,Deer Park Community Consolidated School District 82,723,70,10
IL,17,11980,Deerfield School District 109,"20,704","3,012",81
IL,17,12060,Delavan Community Unit School District 703,"2,693",489,55
IL,17,12090,Depue Community Unit School District 103,"1,933",401,71
IL,17,12120,Des Plaines Community Consolidated School District 62,"51,775","4,756",724
IL,17,12210,Diamond Lake School District 76,"9,190","1,087",189
IL,17,12240,Dieterich Community Unit School District 30,"2,301",412,59
IL,17,12270,Dimmick Community Consolidated School District 175,"1,522",161,19
IL,17,41010,District 50 Schools,"6,974",803,133
IL,17,12330,Dixon Unit School District 170,"22,117","2,911",446
IL,17,12450,Dolton School District 148,"21,896","2,881",989
IL,17,12420,Dolton School District 149,"28,371","3,447","1,005"
IL,17,12480,Dongola School Unit District 66,"1,819",303,61
IL,17,12510,Donovan Community Unit School District 3,"2,090",371,49
IL,17,12540,Downers Grove Grade School District 58,"52,681","5,666",252
IL,17,12760,Du Quoin Community Unit School District 300,"8,905","1,432",295
IL,17,13940,DuPage High School District 88,"83,551","4,100",404
IL,17,12700,Dunlap Community Unit School District 323,"20,963","4,164",287
IL,17,12720,Dupo Community Unit School District 196,"6,892","1,071",211
IL,17,12810,Durand Community Unit School District 322,"3,866",653,59
IL,17,12840,Dwight Common School District 232,"5,944",533,84
IL,17,12870,Dwight Township High School District 230,"6,217",310,37
IL,17,12930,Earlville Community Unit School District 9,"2,618",439,84
IL,17,12960,East Alton School District 13,"7,858",744,222
IL,17,12990,East Alton-Wood River Community High School District 14,"13,830",660,139
IL,17,01411,East Coloma-Nelson Consolidated Elementary School District 20,"2,819",277,49
IL,17,13050,East Dubuque Community Unit School District 119,"4,319",764,73
IL,17,13140,East Maine School District 63,"46,963","3,793",620
IL,17,13170,East Moline School District 37,"26,268","2,751",620
IL,17,13230,East Peoria Community High School District 309,"26,018","1,282",147
IL,17,13240,East Peoria School District 86,"18,422","1,937",257
IL,17,13260,East Prairie School District 73,"4,631",465,59
IL,17,13290,East Richland Community Unit School District 1,"15,969","2,626",496
IL,17,13320,East St. Louis School District 189,"37,437","6,982","3,370"
IL,17,00007,Eastland Community Unit School District 308,"4,026",590,92
IL,17,13370,Edgar County Community Unit District 6,"2,181",322,37
IL,17,13410,Edinburg Community Unit School District 4,"1,878",289,41
IL,17,13500,Edwards County Community Unit School District 1,"5,777",967,141
IL,17,13530,Edwardsville Community Unit School District 7,"50,689","8,126",518
IL,17,13560,Effingham Community Unit School District 40,"20,220","3,268",446
IL,17,13590,Egyptian Community Unit School District 5,"2,977",449,181
IL,17,00326,El Paso-Gridley Community Unit School District 11,"7,046","1,276",120
IL,17,13660,Eldorado Community Unit School District 4,"6,998","1,019",298
IL,17,36300,Elementary School District 159,"19,857","2,156",422
IL,17,13970,Elmhurst School District 205,"47,481","8,940",346
IL,17,14050,Elmwood Community Unit School District 322,"3,891",758,49
IL,17,14100,Elmwood Park Community Unit School District 401,"24,961","3,486",459
IL,17,13860,Elverado Community Unit School District 196,"3,009",524,126
IL,17,14160,Elwood Community Consolidated School District 203,"3,849",435,25
IL,17,14250,Emmons School District 33,"3,321",331,16
IL,17,14350,Erie Community Unit School District 1,"3,589",619,52
IL,17,14410,Eswood Community Consolidated District 269,860,116,22
IL,17,14430,Eureka Community Unit District 140,"9,694","1,717",110
IL,17,14460,Evanston Community Consolidated School District 65,"82,624","7,569",792
IL,17,14490,Evanston Township High School District 202,"82,624","3,207",270
IL,17,14580,Evergreen Park Community High School District 231,"19,910","1,268",88
IL,17,14550,Evergreen Park Elementary School District 124,"19,910","2,295",222
IL,17,14640,Ewing Northern Community Consolidated District 115,"1,726",224,36
IL,17,26180,Fairfield Community High School District 225,"9,820",454,78
IL,17,14710,Fairfield Public School District 112,"6,021",569,164
IL,17,14760,Fairmont School District 89,"3,765",316,81
IL,17,00044,Farmington Central Community Unit School District 265,"7,922","1,311",130
IL,17,14940,Farrington Community Consolidated School District 99,600,61,10
IL,17,15030,Fenton Community High School District 100,"30,432","1,551",152
IL,17,15090,Field Community Consolidated School District 3,"2,397",253,34
IL,17,15100,Fieldcrest Community Unit School District 6,"6,409","1,092",136
IL,17,15180,Fisher Community Unit School District 1,"3,380",619,56
IL,17,01390,Flanagan-Cornell District 74,"2,626",318,44
IL,17,15400,Flora Community Unit School District 35,"7,891","1,340",254
IL,17,15420,Flossmoor School District 161,"21,460","2,535",309
IL,17,10950,Ford Heights School District 169,"2,833",473,187
IL,17,15450,Forest Park School District 91,"14,009",991,150
IL,17,15480,Forest Ridge School District 142,"16,226","1,677",249
IL,17,15490,Forrestville Valley Community Unit School District 221,"4,901",804,96
IL,17,15630,Fox Lake Grade School District 114,"8,927",739,104
IL,17,15660,Fox River Grove Consolidated School District 3,"4,314",509,28
IL,17,15700,Frankfort Community Consolidated School District 157C,"17,622","2,363",62
IL,17,41580,Frankfort Community Unit School District 168,"11,709","1,938",489
IL,17,15750,Franklin Community Unit School District 1,"1,884",281,51
IL,17,15780,Franklin Park School District 84,"11,311","1,213",165
IL,17,15820,Freeburg Community Consolidated School District 70,"7,122",749,71
IL,17,15840,Freeburg Community High School District 77,"12,525",651,40
IL,17,15900,Freeport School District 145,"28,972","4,434","1,239"
IL,17,15930,Fremont School District 79,"19,230","2,406",78
IL,17,11400,Fulton County Community Unit School District 3,"3,265",510,85
IL,17,16020,Galatia Community Unit School District 1,"2,308",358,63
IL,17,16050,Galena Unit School District 120,"5,765",805,86
IL,17,16080,Galesburg Community Unit School District 205,"33,427","4,376","1,159"
IL,17,00045,Gallatin Community Unit School District 7,"4,797",717,204
IL,17,16140,Galva Community Unit School District 224,"3,483",547,94
IL,17,16230,Gardner Community Consolidated School District 72C,"1,842",225,17
IL,17,16260,Gardner-South Wilmington Township High School District,"4,168",230,15
IL,17,16290,Gavin School District 37,"8,236",875,98
IL,17,16320,Geff Community Consolidated School District 14,831,96,19
IL,17,30900,General George Patton School District 133,"2,348",450,132
IL,17,16350,Geneseo Community Unit School District 228,"15,749","2,654",237
IL,17,16380,Geneva Community Unit School District 304,"29,920","6,424",362
IL,17,16410,Genoa-Kingston Community Unit School District 424,"9,181","2,029",151
IL,17,00092,Georgetown-Ridge Farm Consolidated Unit School District 4,"6,285","1,190",257
IL,17,16560,Germantown Hills School District 69,"6,618",955,36
IL,17,16530,Germantown School District 60,"1,915",231,11
IL,17,16590,Giant City Community Consolidated School District 130,"2,383",292,59
IL,17,00041,Gibson City-Melvin-Sibley Community Unit School District 5,"5,754","1,013",165
IL,17,16650,Gifford Community Consolidated School District 188,"1,922",213,21
IL,17,16680,Gillespie Community Unit School District 7,"7,756","1,264",303
IL,17,40500,Glen Ellyn Community Consolidated School District 89,"22,727","2,125",120
IL,17,16800,Glen Ellyn School District 41,"29,246","4,041",292
IL,17,16830,Glenbard Township High School District 87,"166,356","9,032",666
IL,17,16860,Glencoe School District 35,"8,561","1,435",67
IL,17,16920,Glenview Community Consolidated School District 34,"40,221","5,211",367
IL,17,26820,Golf Elementary School District 67,"6,759",553,51
IL,17,00014,Goreville Community Unit School District 1,"3,838",581,62
IL,17,17160,Gower School District 62,"9,769",909,72
IL,17,17190,Grand Prairie Community Consolidated School District 6,873,92,23
IL,17,17220,Grand Ridge Community Consolidated School District 95,"2,430",314,32
IL,17,17280,Granite City Community Unit School District 9,"43,312","6,929","1,683"
IL,17,17310,Grant Community Consolidated School District 110,"7,752",769,140
IL,17,17340,Grant Community High School District 124,"37,031","1,756",124
IL,17,17370,Grant Park Community Unit School District 6,"3,179",573,48
IL,17,17490,Grass Lake School District 36,"2,631",200,49
IL,17,17550,Grayslake Community High School District 127,"44,541","2,743",118
IL,17,17520,Grayslake Consolidated Community School District 46,"30,071","4,274",237
IL,17,17580,Grayville Community Unit School District 1,"1,990",303,68
IL,17,17670,Greenfield Community Unit School District 10,"2,618",441,63
IL,17,17700,Greenview Community Unit School District 200,"1,445",221,32
IL,17,17790,Griggsville-Perry Community Unit School District 4,"2,365",408,74
IL,17,17800,Gurnee School District 56,"18,214","2,091",216
IL,17,18030,Hall High School District 502,"9,057",434,97
IL,17,18060,Hamilton Community Consolidated School District 328,"3,809",620,124
IL,17,10790,Hamilton County Community Unit School District 10,"7,730","1,326",228
IL,17,18090,Hampton School District 29,"2,094",249,32
IL,17,18200,Hardin County Community Unit School District 1,"4,053",551,172
IL,17,18240,Harlem Unit School District 122,"42,700","7,139","1,003"
IL,17,14220,Harmony Emge School District 175,"10,542",943,165
IL,17,18270,Harrisburg Community Unit School District 3,"12,372","1,998",552
IL,17,18360,Harrison School District 36,"4,083",431,51
IL,17,18390,Hartsburg-Emden Community Unit School District 21,"1,236",216,28
IL,17,18420,Harvard Community Unit School District 50,"13,498","2,346",323
IL,17,18450,Harvey School District 152,"16,105","2,403",889
IL,17,18510,Havana Community Unit School District 126,"6,197",925,182
IL,17,18570,Hawthorn Community Consolidated School District 73,"29,671","3,477",228
IL,17,18600,Hazel Crest School District 152-5,"8,002","1,149",378
IL,17,00115,Henry-Senachwine Consolidated Unit School District 5,"3,732",544,95
IL,17,00106,Heritage Community Unit School District 8,"3,190",593,87
IL,17,18810,Herrin Community Unit School District 4,"16,770","2,774",545
IL,17,18840,Herscher Community Unit School District 2,"10,523","1,839",132
IL,17,18870,Heyworth Community Unit School District 4,"4,954",976,118
IL,17,21300,Hiawatha Community Unit School District 426,"3,309",623,101
IL,17,18960,High Mount School District 116,"4,092",384,86
IL,17,18990,Highland Community Unit School District 5,"18,336","3,286",432
IL,17,19200,Hillsboro Community Unit School District 3,"12,904","1,732",301
IL,17,19230,Hillside School District 93,"5,737",506,75
IL,17,19260,Hinckley-Big Rock Community Unit School District 429,"4,913",820,47
IL,17,19290,Hinsdale Community Consolidated School District 181,"25,779","4,333",126
IL,17,19320,Hinsdale Township High School District 86,"75,183","4,793",253
IL,17,19420,Hollis Consolidated School District 328,708,107,7
IL,17,19500,Homer Community Consolidated School District 33C,"30,243","3,644",170
IL,17,19530,Homewood School District 153,"16,481","1,838",201
IL,17,19560,Homewood-Flossmoor Community High School District 233,"38,405","2,833",191
IL,17,19620,Hononegah Community High School District 207,"32,014","2,186",98
IL,17,19660,Hoopeston Area Community Unit School District 11,"6,959","1,235",355
IL,17,19680,Hoover-Schrum Memorial School District 157,"7,922",969,302
IL,17,19830,Huntley Consolidated School District 158,"43,029","8,198",265
IL,17,19920,Hutsonville Community Unit School District 1,"2,143",336,56
IL,17,19960,Illini Bluffs Community Unit School District 327,"5,548",958,55
IL,17,00113,Illini Central Community Unit School District 189,"4,571",730,129
IL,17,01384,Illini West High School District 307,"8,025",409,64
IL,17,19970,Illinois Valley Central Unit School District 321,"13,282","2,279",221
IL,17,35970,Indian Creek Community Unit District 425,"4,645",865,106
IL,17,41690,Indian Prairie Community Unit School District 204,"129,402","27,706","1,205"
IL,17,07170,Indian Springs School District 109,"24,539","2,783",721
IL,17,20170,Iroquois County Community Unit School District 9,"6,704","1,036",212
IL,17,20180,Iroquois West Community Unit School District 10,"4,806",817,124
IL,17,20190,Irvington County Community Unit School District 11,829,83,15
IL,17,20220,Itasca School District 10,"8,889",965,52
IL,17,20250,Iuka Community Consolidated School District 7,"1,889",236,43
IL,17,26880,J. Sterling Morton High School District 201,"159,563","9,410","1,651"
IL,17,20280,Jacksonville School District 117,"27,008","3,748",627
IL,17,20370,Jasper Community Consolidated School District 17,"1,460",178,37
IL,17,20380,Jasper County Community Unit School District 1,"9,229","1,538",241
IL,17,20430,Jersey Community Unit School District 100,"19,293","2,936",393
IL,17,20490,Johnsburg Community Unit School District 12,"12,456","2,192",103
IL,17,20550,Johnston City Community Unit School District 1,"8,024","1,290",243
IL,17,20580,Joliet Public School District 86,"86,176","10,427","2,288"
IL,17,20610,Joliet Township High School District 204,"131,476","6,390",905
IL,17,20640,Jonesboro Community Consolidated School District 43,"2,863",346,69
IL,17,00015,Joppa-Maple Grove Unit District 38,"1,338",255,59
IL,17,24480,Kaneland Community Unit School District 302,"26,389","5,094",224
IL,17,20760,Kankakee School District 111,"31,799","5,469","1,582"
IL,17,20790,Kansas Community Unit School District 3,"1,326",225,31
IL,17,20880,Keeneyville School District 20,"14,603","1,715",194
IL,17,20910,Kell Consolidated School District 2,982,111,18
IL,17,20970,Kenilworth School District 38,"2,811",497,36
IL,17,21000,Kewanee Community Unit School District 229,"10,797","1,942",513
IL,17,21030,Kildeer Countryside Community Consolidated School District 96,"23,632","3,101",119
IL,17,21130,Kings Consolidated School District 144,961,103,12
IL,17,21180,Kinnikinnick Community Consolidated School District 131,"13,936","1,969",115
IL,17,21270,Kirby School District 140,"36,072","3,860",384
IL,17,21390,Knoxville Community Unit School District 202,"5,998",983,130
IL,17,21420,Komarek School District 94,"4,777",481,60
IL,17,01381,La Harpe Community School District 347,"2,078",219,49
IL,17,21680,La Moille Community Unit School District 303,"1,671",261,37
IL,17,19110,LaGrange Highlands School District 106,"9,338",989,38
IL,17,21600,LaGrange School District 102,"26,046","3,314",172
IL,17,21630,LaGrange School District 105,"11,788","1,379",166
IL,17,22080,LaSalle Elementary School District 122,"8,866",934,278
IL,17,22110,LaSalle-Peru Township High School District 120,"28,407","1,332",207
IL,17,21510,Ladd Community Consolidated School District 94,"1,861",212,43
IL,17,21720,Lake Bluff Elementary School District 65,"8,900","1,022",42
IL,17,21780,Lake Forest Community High School District 115,"28,279","1,897",48
IL,17,21750,Lake Forest School District 67,"19,071","2,479",94
IL,17,21840,Lake Park Community High School District 108,"51,915","2,734",166
IL,17,21870,Lake Villa Community Consolidated School District 41,"23,480","3,188",167
IL,17,21900,Lake Zurich Community Unit School District 95,"31,333","6,165",213
IL,17,22020,Lansing School District 158,"23,026","2,706",596
IL,17,22050,Laraway Community Consolidated School District 70C,"2,903",351,91
IL,17,22150,Lawrence County Community Unit District 20,"8,017","1,217",320
IL,17,22620,Le Roy Community Unit School District 2,"4,518",798,73
IL,17,22300,Lebanon Community Unit School District 9,"5,504",678,166
IL,17,22350,Lee Center Community Unit School District 271,"1,606",276,36
IL,17,22870,Leland Community Unit School District 1,"1,767",283,31
IL,17,22500,Lemont Township High School District 210,"25,700","1,577",120
IL,17,07290,Lemont-Bromberek Combined School District 113A,"25,350","3,038",250
IL,17,22530,Lena-Winslow Community Unit School District 202,"5,006",835,117
IL,17,00153,Lewistown Community Unit School District 97,"4,766",686,96
IL,17,22710,Lexington Community Unit School District 7,"3,059",546,41
IL,17,22740,Leyden Community High School District 212,"64,314","3,358",440
IL,17,22770,Liberty Community Unit School District 2,"3,339",669,46
IL,17,22830,Libertyville Community High School District 128,"49,920","3,203",87
IL,17,22800,Libertyville School District 70,"18,901","2,532",56
IL,17,22860,Lick Creek Community Consolidated School District 16,"1,172",119,19
IL,17,22950,Limestone Community High School District 310,"22,125","1,183",136
IL,17,22920,Limestone Walters Community Consolidated School District 316,"1,842",207,7
IL,17,23050,Lincoln Community High School District 404,"21,557",902,125
IL,17,08100,Lincoln Elementary School District 156,"6,905","1,031",314
IL,17,22980,Lincoln Elementary School District 27,"12,692","1,301",293
IL,17,23070,Lincoln Way Community High School District 210,"106,435","7,048",190
IL,17,23090,Lincolnshire-Prairieview School District 103,"12,516","1,609",38
IL,17,23100,Lincolnwood School District 74,"12,629","1,321",183
IL,17,13440,Lindop School District 92,"4,134",483,86
IL,17,23160,Lisbon Community Consolidated School District 90,964,132,6
IL,17,23200,Lisle Community Unit School District 202,"13,841","1,812",135
IL,17,23250,Litchfield Community Unit School District 12,"8,599","1,394",293
IL,17,09210,Lockport School District 91,"6,794",693,66
IL,17,23350,Lockport Township High School District 205,"77,565","3,945",244
IL,17,23460,Lombard School District 44,"35,465","3,352",266
IL,17,00120,Lostant Community Unit School District 425,881,136,21
IL,17,40920,Lowpoint-Washburn Community Unit School District 21,"2,479",430,49
IL,17,23700,Ludlow Community Consolidated School District 142,956,119,32
IL,17,23850,Lyons School District 103,"21,713","2,429",411
IL,17,23880,Lyons Township High School District 204,"68,945","4,057",212
IL,17,23920,Macomb Community Unit School District 185,"21,124","2,124",434
IL,17,23970,Madison Community Unit School District 12,"4,560",903,327
IL,17,24000,Maercker School District 60,"17,546","1,471",146
IL,17,24060,Mahomet-Seymour Community Unit School District 3,"14,816","3,124",254
IL,17,24090,Maine Township High School District 207,"145,358","6,932",632
IL,17,24120,Malden Community Consolidated School District 84,716,77,12
IL,17,24270,Manhattan School District 114,"9,388","1,239",34
IL,17,24330,Mannheim School District 83,"21,253","2,458",404
IL,17,24390,Manteno Community Unit School District 5,"12,013","2,186",231
IL,17,24570,Marengo Community High School District 154,"13,943",809,57
IL,17,00077,Marengo-Union Elementary Consolidated District 165,"10,536","1,184",110
IL,17,24600,Marion Community Unit School District 2,"27,895","4,119",808
IL,17,24650,Marissa Community Unit School District 40,"3,262",506,112
IL,17,24750,Maroa-Forsyth Community Unit School District 2,"6,074","1,197",87
IL,17,24780,Marquardt School District 15,"26,131","3,057",641
IL,17,05466,Marseilles Elementary School District 150,"4,384",499,146
IL,17,24870,Marshall Community Unit School District 2C,"7,842","1,360",215
IL,17,24900,Martinsville Community Unit School District 3C,"2,318",357,59
IL,17,24940,Mascoutah Community Unit School District 19,"16,823","3,385",210
IL,17,25000,Massac Unit School District 1,"12,920","2,130",485
IL,17,25020,Matteson Elementary School District 162,"25,675","3,194",676
IL,17,25050,Mattoon Community Unit School District 2,"22,882","3,610",886
IL,17,25110,Maywood-Melrose Park-Broadview School District 89,"44,738","5,730","1,431"
IL,17,25190,Mazon-Verona-Kinsman Elementary School District 2C,"2,589",362,28
IL,17,25260,McClellan Community Consolidated School District 12,801,56,6
IL,17,25290,McHenry Community Consolidated School District 15,"42,897","4,746",414
IL,17,25320,McHenry Community High School District 156,"46,137","2,449",181
IL,17,28620,McLean County Unit School District 5,"95,723","14,752","1,482"
IL,17,25500,Medinah School District 11,"7,479",744,64
IL,17,25620,Mendota Community Consolidated School District 289,"10,389","1,215",245
IL,17,25650,Mendota Township High School District 280,"10,443",604,91
IL,17,01395,Mercer County School District 404,"8,348","1,246",197
IL,17,25680,Meredosia-Chambersburg Community Unit School District 11,"1,651",266,42
IL,17,26970,Meridian Community Unit School District 101,"3,160",537,172
IL,17,00123,Meridian Community Unit School District 15,"5,906","1,033",100
IL,17,25690,Meridian Community Unit School District 223,"8,692","1,725",207
IL,17,25740,Metamora Community Consolidated School District 1,"6,899",890,57
IL,17,25770,Metamora Township High School District 122,"16,169",997,41
IL,17,00126,Midland Community Unit School District 7,"5,025",677,98
IL,17,25920,Midlothian School District 143,"15,033","1,866",374
IL,17,43962,Midwest Central Community Unit School District 191,"6,034","1,080",151
IL,17,01416,Milford Area Public School District 124,"3,717",604,137
IL,17,26100,Millburn Community Consolidated School District 24,"8,621","1,571",36
IL,17,26250,Miller Township Community Consolidated School District,"2,250",263,28
IL,17,26190,Millstadt Consolidated Community School District 160,"8,414",919,57
IL,17,26310,Minooka Community Consolidated School District 201,"24,367","3,873",211
IL,17,26340,Minooka Community High School District 111,"39,070","2,533",102
IL,17,26370,Mokena School District 159,"17,493","2,051",88
IL,17,26400,Moline Unit School District 40,"47,793","7,728","1,175"
IL,17,26430,Momence Community Unit School District 1,"6,863","1,096",177
IL,17,00320,Monmouth-Roseville Community Unit School District 238,"11,125","1,807",303
IL,17,26490,Monroe School District 70,"3,134",314,25
IL,17,26550,Monticello Community Unit School District 25,"9,020","1,553",107
IL,17,26590,Montmorency Community Consolidated School District 145,"2,497",304,52
IL,17,26640,Morris Community High School District 101,"18,518","1,024",86
IL,17,26610,Morris School District 54,"11,728","1,281",147
IL,17,26710,Morrison Community Unit School District 6,"6,529","1,000",108
IL,17,26760,Morrisonville Community Unit School District 1,"1,809",310,33
IL,17,26800,Morton Community Unit School District 709,"18,745","3,191",128
IL,17,26850,Morton Grove School District 70,"9,173",849,76
IL,17,27180,Mount Olive Community Unit School District 5,"3,304",528,78
IL,17,27210,Mount Prospect School District 57,"20,329","2,315",98
IL,17,27290,Mount Pulaski Community Unit District 23,"3,518",552,52
IL,17,27340,Mount Vernon School District 80,"13,606","1,492",519
IL,17,27360,Mount Vernon Township High School District 201,"29,310","1,475",287
IL,17,27390,Mount Zion Community Unit School District 3,"12,163","2,372",167
IL,17,27450,Mulberry Grove Community Unit School District 1,"2,397",374,73
IL,17,27570,Mundelein Consolidated High School District 120,"42,858","2,395",165
IL,17,27540,Mundelein Elementary School District 75,"15,169","1,734",158
IL,17,27610,Murphysboro Community Unit School District 186,"15,113","2,360",629
IL,17,27710,Naperville Community Unit District 203,"96,203","18,104",737
IL,17,27740,Nashville Community High School District 99,"8,506",492,35
IL,17,27720,Nashville Consolidated Community School District 49,"6,251",646,85
IL,17,27780,Nauvoo-Colusa Community Unit School District 325,"2,168",340,35
IL,17,27840,Neoga Community Unit School District 3,"4,791",822,103
IL,17,27930,Nettle Creek Community Consolidated School District 24C,938,111,5
IL,17,27960,New Athens Community Unit School District 60,"3,882",616,66
IL,17,00103,New Holland-Middletown Elementary School District 88,"1,106",116,14
IL,17,28110,New Hope Community Consolidated School District 6,"1,508",194,23
IL,17,28140,New Lenox School District 122,"39,488","5,422",165
IL,17,28160,New Simpson Hill Consolidated District 32,"2,256",241,59
IL,17,28200,New Trier Township High School District 203,"59,938","4,483",145
IL,17,28270,Newark Community Consolidated School District 66,"2,771",339,13
IL,17,28260,Newark Community High School District 18,"3,852",260,14
IL,17,28500,Niles Elementary School District 71,"7,776",532,86
IL,17,28530,Niles Township Community High School District 219,"96,318","4,758",570
IL,17,00222,Nippersink School District 2,"11,690","1,412",68
IL,17,28560,Nokomis Community Unit School District 22,"4,161",673,196
IL,17,28650,Norridge School District 80,"12,286",993,116
IL,17,00004,Norris City-Omaha-Enfield Community Unit School District 3,"4,237",736,145
IL,17,28700,North Boone Community Unit School District 200,"8,436","1,666",179
IL,17,00110,North Chicago School District 187,"30,286","3,852",881
IL,17,28810,North Clay Community Unit School District 25,"3,717",632,108
IL,17,42240,North Greene Unit School District 3,"5,942",896,234
IL,17,01403,North Mac Community Unit School District 34,"8,532","1,448",277
IL,17,28890,North Palos School District 117,"28,302","2,805",668
IL,17,28920,North Pekin-Marquette Heights School District 102,"5,173",688,81
IL,17,00119,North Shore School District 112,"35,413","4,468",357
IL,17,40680,North Wamac School District 186,898,115,32
IL,17,10240,North Wayne Community Unit School District 200,"2,667",505,68
IL,17,17850,Northbrook Elementary School District 27,"11,031","1,199",42
IL,17,28980,Northbrook School District 28,"13,932","1,747",65
IL,17,24420,Northbrook/Glenview School District 30,"10,992","1,180",71
IL,17,29010,Northfield Township High School District 225,"85,983","4,838",240
IL,17,30540,Northwestern Community Unit School District 2,"2,226",330,75
IL,17,29040,Norwood Elementary School District 63,"3,872",409,56
IL,17,29760,O'Fallon Community Consolidated School District 90,"27,547","3,640",282
IL,17,29790,O'Fallon Township High School District 203,"38,155","2,428",196
IL,17,29100,Oak Grove School District 68,"3,882",431,43
IL,17,29130,Oak Grove School District 68,"7,034",991,17
IL,17,29220,Oak Lawn Community High School District 229,"39,726","2,080",319
IL,17,29190,Oak Lawn-Hometown School District 123,"34,909","3,492",405
IL,17,29250,Oak Park Elementary School District 97,"52,040","5,837",326
IL,17,29280,Oak Park and River Forest District 200,"63,237","3,363",139
IL,17,29310,Oakdale Community Consolidated School District 1,699,89,9
IL,17,29340,Oakland Community Unit School District 5,"2,066",288,62
IL,17,10800,Oakwood Community Unit School District 76,"5,965","1,050",209
IL,17,29420,Oblong Community Unit School District 4,"3,824",612,114
IL,17,29520,Odell Community Consolidated School District 435,"1,350",157,27
IL,17,01404,Odin Public School District 722,"1,617",273,69
IL,17,29670,Oglesby Elementary School District 125,"4,638",495,90
IL,17,29700,Ohio Community Consolidated School District 17,794,94,18
IL,17,29730,Ohio Community High School District 505,802,38,3
IL,17,00223,Okaw Valley Community Unit School District 302,"3,358",571,58
IL,17,29890,Olympia Community Unit School District 16,"12,071","2,085",195
IL,17,05570,Opdyke-Belle Rive Community Consolidated School District 5,"1,871",274,62
IL,17,30060,Orangeville Community Unit School District 203,"2,339",377,42
IL,17,30160,Oregon Community Unit School District 220,"10,615","1,499",239
IL,17,30200,Orion Community Unit School District 223,"5,863","1,071",45
IL,17,30220,Orland School District 135,"55,331","5,861",529
IL,17,30270,Oswego Community Unit School District 308,"81,590","18,086",901
IL,17,30300,Ottawa Elementary School District 141,"18,943","2,016",422
IL,17,30330,Ottawa Township High School District 140,"30,722","1,468",229
IL,17,30420,Palatine Community Consolidated School District 15,"119,409","12,712","1,253"
IL,17,30480,Palestine Community Unit School District 3,"2,275",342,75
IL,17,30600,Palos Community Consolidated School District 118,"23,464","1,829",168
IL,17,30570,Palos Heights School District 128,"10,307",826,91
IL,17,30630,Pana Community Unit School District 8,"9,164","1,491",312
IL,17,30660,Panhandle Community Unit School District 2,"3,207",555,77
IL,17,30780,Paris Community Unit School District 4,"4,428",708,71
