LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,LOC_OTHER,LOC_COUNT,LOC_SCH
4200001,Bedford County Technical Center,42,195 Pennknoll Road,Everett,PA,15537,42,42009,Bedford County,40.022804,-78.437026,N,N,0,N,N,N,N,4209,42078,42035,2017-2018,41,0.0,1,41
4200003,Susquehanna County CTC,42,2380 Elk Lake School Road,Springville,PA,18844,42,42115,Susquehanna County,41.7386,-75.9558,N,N,0,N,N,N,N,4210,42110,42023,2017-2018,42,0.0,1,42
4200007,Fulton County AVTS,42,145 East Cherry Street,McConnellsburg,PA,17233,42,42057,Fulton County,39.929177,-77.999026,N,N,0,N,N,N,N,4209,42078,42030,2017-2018,42,0.0,1,42
4200011,Keystone Education Center CS,42,425 South Good Hope Rd.,Greenville,PA,16125,42,42085,Mercer County,41.399107,-80.44654200000001,49660,"Youngstown-Warren-Boardman, OH-PA",1,566,"Youngstown-Warren, OH-PA",N,N,4203,42007,42050,2017-2018,41,0.0,1,41
4200012,Chester Co Family Academy CS,42,530 E. Union Street,West Chester,PA,19382,42,42029,Chester County,39.96026,-75.59477100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42156,42019,2017-2018,21,0.0,1,21
4200013,Community Academy of Philadelphia CS,42,1100 E Erie Ave,Philadelphia,PA,19124,42,42101,Philadelphia County,40.004516,-75.106696,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42180,42002,2017-2018,11,0.0,1,11
4200014,Harambee Institute of Science and Technology CS,42,640 N 66th St,Philadelphia,PA,19151,42,42101,Philadelphia County,39.973303,-75.251942,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42192,42007,2017-2018,11,0.0,1,11
4200015,World Communications CS,42,512-20 S Broad St.,Philadelphia,PA,19146,42,42101,Philadelphia County,39.943929,-75.16578700000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42186,42001,2017-2018,11,0.0,1,11
4200016,Youth Build Phila CS,42,1231 N Broad St,Philadelphia,PA,19122,42,42101,Philadelphia County,39.9729,-75.158631,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42181,42001,2017-2018,11,0.0,1,11
4200017,Manchester Academic CS,42,1214 Liverpool St,Pittsburgh,PA,15233,42,42003,Allegheny County,40.456757,-80.02483600000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42042,2017-2018,11,0.0,1,11
4200018,Urban Pathways 6-12 CS,42,914 Penn Ave,Pittsburgh,PA,15222,42,42003,Allegheny County,40.44413,-79.99746,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42042,2017-2018,11,0.0,1,11
4200019,Urban Academy of Greater Pittsburgh CS,42,437 Turett Street,Pittsburgh,PA,15206,42,42003,Allegheny County,40.462363,-79.909825,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42024,42038,2017-2018,11,0.0,1,11
4200020,Robert Benjamin Wiley Community CS,42,1446 East Lake Rd,Erie,PA,16507,42,42049,Erie County,42.142217,-80.05477400000001,21500,"Erie, PA",1,240,"Erie-Meadville, PA",N,N,4203,42001,42049,2017-2018,13,0.0,1,13
4200021,Dr Robert Ketterer CS Inc,42,1133 Village Way,Latrobe,PA,15650,42,42129,Westmoreland County,40.307590000000005,-79.392951,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42055,42039,2017-2018,21,0.0,1,21
4200022,Cresson Secure Treatment Unit,42,251 Corrections Road,Cresson,PA,16630,42,42021,Cambria County,40.45787,-78.564001,27780,"Johnstown, PA",1,306,"Johnstown-Somerset, PA",N,N,4209,42072,42035,2017-2018,41,-2.0,-2,N
4200023,Centre Learning Community CS,42,2643 W College Ave,State College,PA,16801,42,42027,Centre County,40.76693,-77.883796,44300,"State College, PA",1,524,"State College-DuBois, PA",N,N,4205,42171,42034,2017-2018,23,0.0,1,23
4200024,Nittany Valley CS,42,1612 Norma St,State College,PA,16801,42,42027,Centre County,40.78289,-77.841151,44300,"State College, PA",1,524,"State College-DuBois, PA",N,N,4205,42077,42034,2017-2018,13,0.0,1,13
4200025,South Mountain Secure Trmnt Unit,42,10056 S Mountain Rd,South Mountain,PA,17261,42,42055,Franklin County,39.844202,-77.495645,16540,"Chambersburg-Waynesboro, PA",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,N,4209,42090,42033,2017-2018,41,0.0,1,41
4200026,La Academia Partnership Charter School,42,30 N Ann St,Lancaster,PA,17602,42,42071,Lancaster County,40.039764,-76.2954,29540,"Lancaster, PA",1,N,N,N,N,4216,42096,42013,2017-2018,13,0.0,1,13
4200027,Sylvan Heights Science CS,42,915 S 13th St,Harrisburg,PA,17104,42,42043,Dauphin County,40.25349,-76.86399,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4211,42103,42015,2017-2018,13,0.0,1,13
4200028,Susq-Cyber CS,42,240 Market Street,Bloomsburg,PA,17815,42,42037,Columbia County,41.001433,-76.457627,14100,"Bloomsburg-Berwick, PA",1,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4211,42109,42027,2017-2018,13,0.0,1,13
4200030,School Lane CS,42,2400 Bristol Pike,Bensalem,PA,19020,42,42017,Bucks County,40.079658,-74.94831,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42018,42006,2017-2018,21,0.0,1,21
4200035,Chester Community CS,42,302 East 5th St,Chester,PA,19013,42,42045,Delaware County,39.849601,-75.35700200000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42159,42009,2017-2018,21,0.0,1,21
4200036,Preparatory CS of Mathematics Science Tech and Careers,42,1928 Point Breeze Ave,Philadelphia,PA,19145,42,42101,Philadelphia County,39.92846,-75.186841,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42186,42008,2017-2018,11,0.0,1,11
4200038,Imhotep Institute CHS,42,6201 N. 21st St.,Philadelphia,PA,19138,42,42101,Philadelphia County,40.049240000000005,-75.154611,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42201,42004,2017-2018,11,0.0,1,11
4200039,Alliance for Progress CS,42,1821-39 Cecil B Moore Ave,Philadelphia,PA,19121,42,42101,Philadelphia County,39.979859000000005,-75.165431,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42181,42003,2017-2018,11,0.0,1,11
4200040,Multicultural Academy CS,42,3821 North Broad Street,Philadelphia,PA,19140,42,42101,Philadelphia County,40.01111,-75.15064100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42197,42003,2017-2018,11,0.0,1,11
4200041,West Oak Lane CS,42,7115 Stenton Ave,Philadelphia,PA,19138,42,42101,Philadelphia County,40.059508,-75.163415,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42203,42004,2017-2018,11,0.0,1,11
4200042,Inquiry Charter School,42,1301 Belmont Avenue,Philadelphia,PA,19104,42,42101,Philadelphia County,39.97476,-75.21243100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42007,2017-2018,11,0.0,1,11
4200043,Eugenio Maria De Hostos CS,42,6301 N 2nd Street,Philadelphia,PA,19120,42,42101,Philadelphia County,40.046608,-75.123259,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42203,42003,2017-2018,11,0.0,1,11
4200044,Laboratory CS,42,Administrative Office,Philadelphia,PA,19131,42,42101,Philadelphia County,39.988226,-75.243097,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42192,42007,2017-2018,11,0.0,1,11
4200047,Wonderland CS,42,2112 Sandy Dr,State College,PA,16803,42,42027,Centre County,40.784634,-77.903149,44300,"State College, PA",1,524,"State College-DuBois, PA",N,N,4205,42171,42034,2017-2018,23,0.0,1,23
4200048,Crispus Attucks CS,42,605 S Duke St.,York,PA,17403,42,42133,York County,39.954857,-76.721548,49620,"York-Hanover, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42095,42028,2017-2018,13,0.0,1,13
4200049,Danville Ctr Adolescent Female,42,13 Kirkbride Drive,Danville,PA,17821,42,42093,Montour County,40.948012,-76.59817600000001,14100,"Bloomsburg-Berwick, PA",1,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4211,42107,42027,2017-2018,23,0.0,1,23
4200050,Collegium CS,42,535 James Hance Court,Exton,PA,19341,42,42029,Chester County,40.01991,-75.660071,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42167,42019,2017-2018,21,0.0,1,21
4200051,MAST Community Charter School,42,1800 E Byberry Rd,Philadelphia,PA,19116,42,42101,Philadelphia County,40.113595,-75.006234,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42170,42005,2017-2018,11,0.0,1,11
4200052,Christopher Columbus CS,42,916 Christian St,Philadelphia,PA,19147,42,42101,Philadelphia County,39.939034,-75.158472,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42182,42001,2017-2018,11,0.0,1,11
4200053,Charter High School for Architecture and Design,42,105 S. 7th St,Philadelphia,PA,19106,42,42101,Philadelphia County,39.94885,-75.15199100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42175,42001,2017-2018,11,0.0,1,11
4200055,Universal Institute CS,42,801 S 15th St,Philadelphia,PA,19146,42,42101,Philadelphia County,39.94079,-75.167731,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42186,42001,2017-2018,11,0.0,1,11
4200056,Math Civics and Sciences CS,42,447 N Broad St,Philadelphia,PA,19123,42,42101,Philadelphia County,39.961186000000005,-75.161247,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42175,42001,2017-2018,11,0.0,1,11
4200058,Young Scholars CS,42,900 N Marshall St,Philadelphia,PA,19123,42,42101,Philadelphia County,39.9678,-75.148251,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42181,42001,2017-2018,11,0.0,1,11
4200060,Freire CS,42,2027 Chestnut Street,Philadelphia,PA,19103,42,42101,Philadelphia County,39.952352000000005,-75.174493,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42182,42001,2017-2018,11,0.0,1,11
4200061,Philadelphia Academy CS,42,11000 Roosevelt Blvd,Philadelphia,PA,19116,42,42101,Philadelphia County,40.10394,-75.00989700000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42170,42005,2017-2018,11,0.0,1,11
4200062,Mastery CS - Hardy Williams,42,5400 Warrington Street,Philadelphia,PA,19143,42,42101,Philadelphia County,39.94171,-75.226543,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42188,42008,2017-2018,11,0.0,1,11
4200063,Sugar Valley Rural CS,42,236 E Main St,Loganton,PA,17747,42,42035,Clinton County,41.034635,-77.297728,30820,"Lock Haven, PA",2,558,"Williamsport-Lock Haven, PA",N,N,4205,42076,42025,2017-2018,42,0.0,1,42
4200064,Spectrum CS,42,4369 Northern Pike,Monroeville,PA,15146,42,42003,Allegheny County,40.43396,-79.7522,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42025,42045,2017-2018,21,0.0,1,21
4200065,Lincoln CS,42,559 W King St.,York,PA,17401,42,42133,York County,39.956393,-76.741427,49620,"York-Hanover, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42095,42028,2017-2018,13,0.0,1,13
4200067,Renaissance Academy CS,42,413 Fairview Street,Phoenixville,PA,19460,42,42029,Chester County,40.140697,-75.522057,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42155,42019,2017-2018,21,0.0,1,21
4200068,Roberto Clemente CS,42,136 S 4th St,Allentown,PA,18102,42,42077,Lehigh County,40.601473,-75.46434500000001,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42022,42016,2017-2018,12,0.0,1,12
4200069,Bucks County Montessori CS,42,219 Tyburn Rd,Fairless Hills,PA,19030,42,42017,Bucks County,40.180398,-74.813177,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42140,42010,2017-2018,21,0.0,1,21
4200070,Souderton CS Collaborative,42,110 E Broad St,Souderton,PA,18964,42,42091,Montgomery County,40.309618,-75.319973,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42053,42012,2017-2018,21,0.0,1,21
4200071,Pennsylvania Cyber CS,42,652 Midland Ave,Midland,PA,15059,42,42007,Beaver County,40.63772,-80.454571,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42014,42047,2017-2018,31,0.0,1,31
4200072,Wakisha CS,42,900 W Jefferson Street,Philadelphia,PA,19122,42,42101,Philadelphia County,39.973980000000005,-75.150783,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42181,42003,2017-2018,11,0.0,1,11
4200073,Global Leadership Academy CS,42,4601 Girard Avenue,Philadelphia,PA,19131,42,42101,Philadelphia County,39.973227,-75.215574,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42007,2017-2018,11,0.0,1,11
4200074,Philadelphia Performing Arts CS,42,2600 S Broad St,Philadelphia,PA,19145,42,42101,Philadelphia County,39.917945,-75.171441,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42185,42001,2017-2018,11,0.0,1,11
4200075,New Foundations CS,42,8001 Torresdale Ave,Philadelphia,PA,19136,42,42101,Philadelphia County,40.035128,-75.02421700000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42173,42005,2017-2018,11,0.0,1,11
4200076,Esperanza Academy Charter School,42,301 W Hunting Park Ave,Philadelphia,PA,19140,42,42101,Philadelphia County,40.015064,-75.133174,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42180,42002,2017-2018,11,0.0,1,11
4200077,Franklin Towne CHS,42,5301 Tacony St,Philadelphia,PA,19137,42,42101,Philadelphia County,40.007654,-75.064835,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42177,42005,2017-2018,11,0.0,1,11
4200078,Delaware Valley CHS,42,5201 Old York Road,Philadelphia,PA,19141,42,42101,Philadelphia County,40.0321,-75.1456,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42201,42003,2017-2018,11,0.0,1,11
4200079,Mariana Bracetti Academy CS,42,1840 Torresdale Ave,Philadelphia,PA,19124,42,42101,Philadelphia County,40.005872,-75.09511400000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42177,42005,2017-2018,11,0.0,1,11
4200080,Walter D Palmer Leadership Learning Partners CS,42,910 North 6th Street,Philadelphia,PA,19123,42,42101,Philadelphia County,39.968321,-75.147485,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42181,42001,2017-2018,11,0.0,1,11
4200084,Mastery CHS - Lenfest Campus,42,35 S. 4th Street,Philadelphia,PA,19106,42,42101,Philadelphia County,39.94955,-75.147164,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42175,42001,2017-2018,11,0.0,1,11
4200085,People for People CS,42,800 N. Broad St,Philadelphia,PA,19130,42,42101,Philadelphia County,39.96812,-75.16044000000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42195,42001,2017-2018,11,0.0,1,11
4200086,Richard Allen Preparatory CS,42,2601 S 58th St,Philadelphia,PA,19143,42,42101,Philadelphia County,39.928265,-75.218614,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42191,42008,2017-2018,11,0.0,1,11
4200087,Independence CS,42,1600 Lombard Street,Philadelphia,PA,19146,42,42101,Philadelphia County,39.944972,-75.168903,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42186,42001,2017-2018,11,0.0,1,11
4200088,Pennsylvania Virtual CS,42,630 Park Avenue,King of Prussia,PA,19406,42,42091,Montgomery County,40.093685,-75.409137,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42149,42017,2017-2018,21,0.0,1,21
4200091,21st Century Cyber CS,42,126 Wallace Ave.,Downingtown,PA,19335,42,42029,Chester County,40.0108,-75.70437100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42074,42019,2017-2018,21,0.0,1,21
4200092,Russell Byers CS,42,1911 Arch St,Philadelphia,PA,19103,42,42101,Philadelphia County,39.963369,-75.171373,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42182,42001,2017-2018,11,0.0,1,11
4200093,First Philadelphia Preparatory Charter School,42,4300 Tacony St,Philadelphia,PA,19124,42,42101,Philadelphia County,40.007325,-75.082168,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42177,42002,2017-2018,11,0.0,1,11
4200094,City CHS,42,201 Stanwix Street,Pittsburgh,PA,15222,42,42003,Allegheny County,40.44008,-80.00509100000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42042,2017-2018,11,0.0,1,11
4200095,Central PA Digital Learning Foundation CS,42,721 N. Juniata St. Suite 3,Hollidaysburg,PA,16648,42,42013,Blair County,40.43117,-78.399741,11020,"Altoona, PA",1,N,N,N,N,4209,42080,42030,2017-2018,23,0.0,1,23
4200096,Fell CS,42,777 Main Street,Simpson,PA,18407,42,42069,Lackawanna County,41.59837,-75.48463,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,N,N,N,N,4210,42114,42022,2017-2018,21,0.0,1,21
4200098,Lehigh Valley Academy Regional CS,42,1560 Valley Center Parkway,Bethlehem,PA,18017,42,42095,Northampton County,40.654367,-75.409919,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42138,42040,2017-2018,21,0.0,1,21
4200099,Lehigh Valley Charter High School for the Arts,42,321 E. Third St,Bethlehem,PA,18015,42,42095,Northampton County,40.612210000000005,-75.374301,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42135,42018,2017-2018,13,0.0,1,13
4200100,Center for Student Learning CS at Pennsbury,42,345 Lakeside Drive,Levittown,PA,19054,42,42017,Bucks County,40.14859,-74.815211,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42140,42010,2017-2018,21,0.0,1,21
4200101,Avon Grove CS,42,110 E State St,West Grove,PA,19390,42,42029,Chester County,39.8245,-75.8047,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4216,42013,42019,2017-2018,21,0.0,1,21
4200104,Green Woods CS,42,468 Domino Lane,Philadelphia,PA,19128,42,42101,Philadelphia County,40.04381,-75.235161,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42194,42007,2017-2018,11,0.0,1,11
4200105,West Phila. Achievement CES,42,6701 Callowhill Street,Philadelphia,PA,19151,42,42101,Philadelphia County,39.97041,-75.25415100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42192,42007,2017-2018,11,0.0,1,11
4200106,Wissahickon CS,42,4700 G Wissahickon Ave,Philadelphia,PA,19144,42,42101,Philadelphia County,40.015912,-75.171262,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42198,42007,2017-2018,11,0.0,1,11
4200107,Philadelphia Electrical & Tech CHS,42,1420-22 Chestnut St,Philadelphia,PA,19102,42,42101,Philadelphia County,39.950659,-75.165125,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42182,42001,2017-2018,11,0.0,1,11
4200108,Belmont Charter School,42,4030 Brown St,Philadelphia,PA,19104,42,42101,Philadelphia County,39.967045,-75.204629,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42007,2017-2018,11,0.0,1,11
4200109,Pittsburgh-Mt Oliver IU 2,42,1305 Muriel St.,Pittsburgh,PA,15203,42,42003,Allegheny County,40.43029,-79.984821,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42043,2017-2018,11,-2.0,-2,N
4200110,Philadelphia IU 26,42,440 North Broad Street,Philadelphia,PA,19130,42,42101,Philadelphia County,39.9615,-75.1617,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42182,42001,2017-2018,11,-2.0,-2,N
4200111,Propel CS-Homestead,42,129 E. Tenth Avenue,Homestead,PA,15120,42,42003,Allegheny County,40.4051,-79.91040000000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42034,42043,2017-2018,21,0.0,1,21
4200114,New Day Charter School,42,256 South Fifth Street,Huntingdon,PA,16652,42,42061,Huntingdon County,40.48266,-78.01835100000001,26500,"Huntingdon, PA",2,N,N,N,N,4205,42081,42034,2017-2018,32,0.0,1,32
4200115,Perseus House CS of Excellence,42,1511 Peach Street,Erie,PA,16501,42,42049,Erie County,42.120270000000005,-80.080011,21500,"Erie, PA",1,240,"Erie-Meadville, PA",N,N,4203,42002,42049,2017-2018,13,0.0,1,13
4200118,Infinity CS,42,5405 Locust Lane,Harrisburg,PA,17109,42,42043,Dauphin County,40.292558,-76.797387,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4211,42105,42015,2017-2018,21,0.0,1,21
4200119,Commonwealth Charter Academy CS,42,One Innovation Way,Harrisburg,PA,17110,42,42043,Dauphin County,40.292337,-76.883256,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42103,42015,2017-2018,13,0.0,1,13
4200121,Discovery Charter School,42,4700 Parkside Avenue,Philadelphia,PA,19131,42,42101,Philadelphia County,39.97696,-75.21399100000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42007,2017-2018,11,0.0,1,11
4200122,KIPP Philadelphia Charter School,42,2539 N. 16th Street,Philadelphia,PA,19132,42,42101,Philadelphia County,39.992034,-75.157974,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42197,42003,2017-2018,11,0.0,1,11
4200123,Maritime Academy Charter School,42,2275 Bridge St,Philadelphia,PA,19137,42,42101,Philadelphia County,40.00907,-75.068781,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42177,42005,2017-2018,11,0.0,1,11
4200124,Montessori Regional CS,42,2910 Sterrettania Road,Erie,PA,16506,42,42049,Erie County,42.084315,-80.140162,21500,"Erie, PA",1,240,"Erie-Meadville, PA",N,N,4203,42003,42049,2017-2018,22,0.0,1,22
4200125,Pennsylvania Distance Learning CS,42,2100 Corporate Drive,Wexford,PA,15090,42,42003,Allegheny County,40.6106,-80.088451,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42028,42038,2017-2018,21,0.0,1,21
