LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,LOC_OTHER,LOC_COUNT,LOC_SCH
4200874,Mastery CS - Francis D. Pastorius Elementary,42,5650 Sprague Street,Philadelphia,PA,19138,42,42101,Philadelphia County,40.048053,-75.16090700000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42198,42004,2017-2018,11,0.0,1,11
4200875,Circle of Seasons Charter School,42,8380 Mohr Lane,Fogelsville,PA,18051,42,42077,Lehigh County,40.59643,-75.64791100000001,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42187,42016,2017-2018,21,0.0,1,21
4200876,Capital Area School for the Arts Charter School,42,150 Strawberry Square,Harrisburg,PA,17101,42,42043,Dauphin County,40.26262,-76.88128400000001,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42103,42015,2017-2018,13,0.0,1,13
4200877,Young Scholars Kenderton CS,42,1500 W. Ontario Street,Philadelphia,PA,19140,42,42101,Philadelphia County,40.004878,-75.153999,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42198,42003,2017-2018,11,0.0,1,11
4200878,Mifflin County Academy of Science and Technology,42,700 Pitt Street,Lewistown,PA,17044,42,42087,Mifflin County,40.60531,-77.553961,30380,"Lewistown, PA",2,N,N,N,N,4210,42082,42034,2017-2018,32,0.0,1,32
4200879,Executive Education Academy Charter School,42,555 Union Boulevard Suite #24,Allentown,PA,18109,42,42077,Lehigh County,40.62361,-75.453181,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42132,42016,2017-2018,12,0.0,1,12
4200880,Propel CS - Hazelwood,42,5401 Glenwood Ave,Pittsburgh,PA,15208,42,42003,Allegheny County,40.404016,-79.938357,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42043,2017-2018,11,0.0,1,11
4200881,Roberto Clemente Elementary Charter School,42,501-509 West Cedar Street,Allentown,PA,18102,42,42077,Lehigh County,40.615445,-75.474023,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42132,42016,2017-2018,12,0.0,1,12
4200882,Hill House Passport Academy Charter School,42,510 Heldman Street,Pittsburgh,PA,15219,42,42003,Allegheny County,40.44277,-79.98257100000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42019,42042,2017-2018,11,0.0,1,11
4200883,Arts Academy Elementary Charter School,42,601 W Union Street,Allentown,PA,18101,42,42077,Lehigh County,40.60014,-75.469081,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42022,42016,2017-2018,12,0.0,1,12
4200884,Young Scholars of McKeesport Charter School,42,413 Shaw Avenue,McKeesport,PA,15132,42,42003,Allegheny County,40.349912,-79.862044,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42035,42045,2017-2018,21,0.0,1,21
4200885,Vision Academy Charter School,42,45 E Baltimore Avenue,Lansdowne,PA,19050,42,42045,Delaware County,39.93889,-75.270331,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42164,42008,2017-2018,21,0.0,1,21
4200886,KIPP DuBois Charter School,42,5070 Parkside Avenue,Philadelphia,PA,19131,42,42101,Philadelphia County,39.98039,-75.220871,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42007,2017-2018,11,0.0,1,11
4200887,Reach Cyber CS,42,750 East Park Drive,Harrisburg,PA,17111,42,42043,Dauphin County,40.271,-76.813771,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4211,42105,42015,2017-2018,21,0.0,1,21
4200888,KIPP West Philadelphia CS,42,2412 S 62nd Street,Philadelphia,PA,19142,42,42101,Philadelphia County,39.925792,-75.227898,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4201,42185,42008,2017-2018,11,0.0,1,11
4200889,Mastery CS John Wister Elementary,42,67 E Bringhurst Street,Philadelphia,PA,19144,42,42101,Philadelphia County,40.033462,-75.16706500000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42198,42004,2017-2018,11,0.0,1,11
4200890,Provident CS,42,1400 Troy Hill Road,Pittsburgh,PA,15212,42,42003,Allegheny County,40.460749,-79.985489,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42020,42042,2017-2018,11,0.0,1,11
4200891,MaST Community CS II,42,6238 Rising Sun Avenue,Philadelphia,PA,19111,42,42101,Philadelphia County,40.048267,-75.097222,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42202,42002,2017-2018,11,0.0,1,11
4200892,Global Leadership Academy CS Southwest at Huey,42,5200 Pine Street,Philadelphia,PA,19143,42,42101,Philadelphia County,39.95332,-75.226851,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42190,42008,2017-2018,11,0.0,1,11
4200893,Independence CS West,42,5600 Chester Avenue,Philadelphia,PA,19143,42,42101,Philadelphia County,39.937650000000005,-75.225551,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42191,42008,2017-2018,11,0.0,1,11
4200894,Innovative Arts Academy CS,42,330 Howertown Rd.,Catasauqua,PA,18032,42,42077,Lehigh County,40.65353,-75.469881,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42133,42018,2017-2018,21,0.0,1,21
4200895,TECH Freire CS,42,2221 North Broad Street,Philadelphia,PA,19132,42,42101,Philadelphia County,39.98693,-75.155553,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4202,42181,42003,2017-2018,11,0.0,1,11
4200896,Westinghouse Arts Academy CS,42,320 Marguerite Avenue,Wilmerding,PA,15148,42,42003,Allegheny County,40.391472,-79.80843800000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42025,42045,2017-2018,21,0.0,1,21
4200897,Easton Arts Academy Elementary CS,42,30 North Fourth Street,Easton,PA,18042,42,42095,Northampton County,40.692032000000005,-75.21149,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4217,42136,42018,2017-2018,21,0.0,1,21
4200898,Insight PA Cyber CS,42,350 Eagleview Blvd,Exton,PA,19341,42,42029,Chester County,40.056811,-75.670963,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42155,42044,2017-2018,21,0.0,1,21
4202010,Abington Heights SD,42,200 E Grove St,Clarks Summit,PA,18411,42,42069,Lackawanna County,41.494182,-75.698688,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,N,N,N,N,4210,42114,42022,2017-2018,41,28.91,2,"21, 41"
4202040,Abington SD,42,970 Highland Ave,Abington,PA,19001,42,42091,Montgomery County,40.11356,-75.130011,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42153,42004,2017-2018,21,0.0,1,21
4202100,Albert Gallatin Area SD,42,2625 Morgantown Rd,Uniontown,PA,15401,42,42051,Fayette County,39.8301,-79.77120000000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4209,42051,42032,2017-2018,41,35.66,4,"23, 31, 41, 42"
4202130,Aliquippa SD,42,800 21st Street,Aliquippa,PA,15001,42,42007,Beaver County,40.60858,-80.278321,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42016,42046,2017-2018,21,0.0,1,21
4202190,Allegheny Valley SD,42,300 Pearl Ave,Cheswick,PA,15024,42,42003,Allegheny County,40.545397,-79.81696600000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42033,42038,2017-2018,21,0.0,1,21
4202280,Allentown City SD,42,31 S Penn Street,Allentown,PA,18105,42,42077,Lehigh County,40.6026,-75.46640000000001,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42022,42016,2017-2018,12,0.0,1,12
4202310,Allegheny-Clarion Valley SD,42,776 Route 58,Foxburg,PA,16036,42,42031,Clarion County,41.14657,-79.67551,N,N,0,N,N,N,N,4205,42063,42021,2017-2018,43,0.0,1,43
4202340,Altoona Area SD,42,1415 6th Ave,Altoona,PA,16602,42,42013,Blair County,40.510027,-78.3982,11020,"Altoona, PA",1,N,N,N,N,4209,42079,42030,2017-2018,13,31.78,3,"13, 23, 41"
4202400,Wissahickon SD,42,601 Knight Rd,Ambler,PA,19002,42,42091,Montgomery County,40.167,-75.23270000000001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42061,42012,2017-2018,21,0.0,1,21
4202440,Ambridge Area SD,42,901 Duss Avenue,Ambridge,PA,15003,42,42007,Beaver County,40.591285,-80.225233,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42016,42047,2017-2018,21,37.15,2,"21, 41"
4202480,Antietam SD,42,100 Antietam Rd Stony Ck Mills,Reading,PA,19606,42,42011,Berks County,40.347942,-75.867382,39740,"Reading, PA",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42126,42011,2017-2018,21,0.0,1,21
4202490,Annville-Cleona SD,42,520 S White Oak St,Annville,PA,17003,42,42075,Lebanon County,40.321931,-76.50957600000001,30140,"Lebanon, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4215,42101,42048,2017-2018,23,49.58,2,"23, 41"
4202550,Apollo-Ridge SD,42,1825 State Route 56,Spring Church,PA,15686,42,42005,Armstrong County,40.608518,-79.474638,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4203,42060,42041,2017-2018,41,0.0,1,41
4202590,Armstrong SD,42,181 Heritage Park Drive,Kittanning,PA,16201,42,42005,Armstrong County,40.831717000000005,-79.557641,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4203,42060,42041,2017-2018,41,28.16,2,"41, 42"
4202600,Lenape Tech,42,2215 Chaplin Avenue,Ford City,PA,16226,42,42005,Armstrong County,40.767646,-79.521067,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4203,42060,42041,2017-2018,41,0.0,1,41
4202670,Athens Area SD,42,401 W. Frederick Street,Athens,PA,18810,42,42015,Bradford County,41.971070000000005,-76.52698000000001,42380,"Sayre, PA",2,N,N,N,N,4210,42110,42023,2017-2018,32,17.51,2,"32, 42"
4202700,Austin Area SD,42,138 Costello Avenue,Austin,PA,16720,42,42105,Potter County,41.62586,-78.089661,N,N,0,N,N,N,N,4205,42067,42025,2017-2018,42,0.0,1,42
4202760,Avella Area SD,42,1000 Avella Rd,Avella,PA,15312,42,42125,Washington County,40.273484,-80.41819000000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42015,42046,2017-2018,42,0.0,1,42
4202790,Avon Grove SD,42,375 S Jennersville Road,West Grove,PA,19390,42,42029,Chester County,39.79998,-75.883081,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4207,42013,42019,2017-2018,21,0.0,1,21
4202820,Avonworth SD,42,258 Josephs Lane,Pittsburgh,PA,15237,42,42003,Allegheny County,40.53111,-80.078181,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42044,42037,2017-2018,21,0.0,1,21
4202850,Pine-Richland SD,42,702 Warrendale Rd,Gibsonia,PA,15044,42,42003,Allegheny County,40.660977,-80.01439500000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42028,42038,2017-2018,21,32.04,2,"21, 41"
4202900,Chester County Technical College High School,42,455 Boot Road,Downingtown,PA,19335,42,42029,Chester County,40.00531,-75.679491,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42074,42019,2017-2018,21,0.0,1,21
4202910,Bald Eagle Area SD,42,751 S Eagle Valley Rd,Wingate,PA,16823,42,42027,Centre County,40.93553,-77.810981,44300,"State College, PA",1,524,"State College-DuBois, PA",N,N,4205,42076,42034,2017-2018,41,12.87,2,"41, 42"
4202970,Baldwin-Whitehall SD,42,4900 Curry Rd,Pittsburgh,PA,15236,42,42003,Allegheny County,40.352902,-79.993824,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42038,42037,2017-2018,21,0.0,1,21
4203000,Bangor Area SD,42,123 Five Points Richmond Rd,Bangor,PA,18013,42,42095,Northampton County,40.887539,-75.15249800000001,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4217,42137,42040,2017-2018,41,18.53,2,"21, 41"
4203120,Beaver Area SD,42,1300 Fifth Street,Beaver,PA,15009,42,42007,Beaver County,40.69477,-80.316671,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42015,42047,2017-2018,21,0.0,1,21
4203180,Bedford Area SD,42,330 E John St,Bedford,PA,15522,42,42009,Bedford County,40.015724,-78.49871300000001,N,N,0,N,N,N,N,4209,42078,42035,2017-2018,32,0.0,1,32
4203210,Belle Vernon Area SD,42,270 Crest Avenue,Belle Vernon,PA,15012,42,42129,Westmoreland County,40.179416,-79.812732,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42058,42032,2017-2018,23,0.0,1,23
4203240,Bellefonte Area SD,42,318 N Allegheny St,Bellefonte,PA,16823,42,42027,Centre County,40.915600000000005,-77.7792,44300,"State College, PA",1,524,"State College-DuBois, PA",N,N,4205,42171,42034,2017-2018,31,30.6,4,"23, 31, 41, 42"
4203300,Bellwood-Antis SD,42,300 Martin Street,Bellwood,PA,16617,42,42013,Blair County,40.59508,-78.329972,11020,"Altoona, PA",1,N,N,N,N,4209,42080,42030,2017-2018,23,0.0,1,23
4203330,Bensalem Township SD,42,3000 Donallen Dr,Bensalem,PA,19020,42,42017,Bucks County,40.14147,-74.927411,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42018,42006,2017-2018,21,0.0,1,21
4203360,Bentworth SD,42,150 Bearcat Drive,Bentleyville,PA,15314,42,42125,Washington County,40.124194,-80.02060300000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4209,42049,42046,2017-2018,41,0.0,1,41
4203390,Benton Area SD,42,600 Green Acres Rd,Benton,PA,17814,42,42037,Columbia County,41.200242,-76.378583,14100,"Bloomsburg-Berwick, PA",1,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4211,42109,42027,2017-2018,42,0.0,1,42
4203420,Berlin Brothersvalley SD,42,1025 Main St,Berlin,PA,15530,42,42111,Somerset County,39.9211,-78.9473,43740,"Somerset, PA",2,306,"Johnstown-Somerset, PA",N,N,4209,42069,42032,2017-2018,42,0.0,1,42
4203450,Bermudian Springs SD,42,7335 Carlisle Pike,York Springs,PA,17372,42,42001,Adams County,39.980721,-77.082899,23900,"Gettysburg, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42193,42033,2017-2018,41,0.0,1,41
4203480,Berwick Area SD,42,500 Line St,Berwick,PA,18603,42,42079,Luzerne County,41.063174,-76.223476,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,N,N,N,N,4211,42116,42027,2017-2018,23,45.49,2,"13, 23"
4203510,Bethel Park SD,42,301 Church Rd,Bethel Park,PA,15102,42,42003,Allegheny County,40.337340000000005,-80.045501,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42040,42037,2017-2018,21,0.0,1,21
4203570,Bethlehem Area SD,42,1516 Sycamore St,Bethlehem,PA,18017,42,42095,Northampton County,40.6329,-75.3608,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42135,42018,2017-2018,13,31.08,2,"13, 21"
4203600,Bethlehem-Center SD,42,194 Crawford Rd,Fredericktown,PA,15333,42,42125,Washington County,40.019196,-80.02564100000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42049,42046,2017-2018,41,0.0,1,41
4203630,Big Beaver Falls Area SD,42,1503 8th Avenue,Beaver Falls,PA,15010,42,42007,Beaver County,40.75612,-80.320843,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42010,42047,2017-2018,21,18.54,2,"21, 41"
4203660,Big Spring SD,42,45 Mount Rock Rd,Newville,PA,17241,42,42041,Cumberland County,40.17596,-77.382931,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4211,42199,42030,2017-2018,42,0.0,1,42
4203688,Blackhawk SD,42,500 Blackhawk Rd,Beaver Falls,PA,15010,42,42007,Beaver County,40.765089,-80.40233500000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42014,42047,2017-2018,41,36.31,2,"21, 41"
4203690,Blacklick Valley SD,42,555 Birch St,Nanty Glo,PA,15943,42,42021,Cambria County,40.478190000000005,-78.835965,27780,"Johnstown, PA",1,306,"Johnstown-Somerset, PA",N,N,4212,42073,42035,2017-2018,31,0.0,1,31
4203750,Blairsville-Saltsburg SD,42,102 School Lane,Blairsville,PA,15717,42,42063,Indiana County,40.44849,-79.219042,26860,"Indiana, PA",2,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4209,42062,42041,2017-2018,41,37.22,2,"41, 42"
4203840,Bloomsburg Area SD,42,728 E 5th St,Bloomsburg,PA,17815,42,42037,Columbia County,41.0048,-76.4432,14100,"Bloomsburg-Berwick, PA",1,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4211,42109,42027,2017-2018,13,19.07,2,"13, 41"
4203870,Blue Mountain SD,42,685 Red Dale Rd,Orwigsburg,PA,17961,42,42107,Schuylkill County,40.656532,-76.086315,39060,"Pottsville, PA",2,N,N,N,N,4217,42124,42029,2017-2018,31,51.38,3,"31, 32, 41"
4203900,Blue Ridge SD,42,5150 School Road,New Milford,PA,18834,42,42115,Susquehanna County,41.898787,-75.736823,N,N,0,N,N,N,N,4210,42111,42020,2017-2018,41,0.0,1,41
4203960,Boyertown Area SD,42,911 Montgomery Ave,Boyertown,PA,19512,42,42011,Berks County,40.3383,-75.62610000000001,39740,"Reading, PA",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4206,42130,42024,2017-2018,22,36.64,2,"22, 41"
4204020,Bradford Area SD,42,150 Lorana Ave,Bradford,PA,16701,42,42083,McKean County,41.967209,-78.619836,14620,"Bradford, PA",2,N,N,N,N,4205,42067,42025,2017-2018,33,0.0,1,33
4204050,Brandywine Heights Area SD,42,200 W Weis St,Topton,PA,19562,42,42011,Berks County,40.497022,-75.70271100000001,39740,"Reading, PA",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4215,42134,42011,2017-2018,21,0.0,1,21
4204080,Brownsville Area SD,42,5 Falcon Drive,Brownsville,PA,15417,42,42051,Fayette County,40.008661,-79.895768,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4209,42050,42032,2017-2018,41,45.94,2,"23, 41"
4204090,Bryn Athyn SD,42,2835 Buck Rd,Bryn Athyn,PA,19009,42,42091,Montgomery County,40.130376,-75.059647,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4213,42152,42012,2017-2018,21,-2.0,-2,N
4204140,Brentwood Borough SD,42,3601 Brownsville Rd,Pittsburgh,PA,15227,42,42003,Allegheny County,40.374452,-79.97422300000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4214,42036,42045,2017-2018,21,0.0,1,21
4204200,Bristol Borough SD,42,1776 Farragut Avenue,Bristol,PA,19007,42,42017,Bucks County,40.10678,-74.842421,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42140,42006,2017-2018,21,0.0,1,21
4204230,Bristol Township SD,42,6401 Mill Creek Rd,Levittown,PA,19057,42,42017,Bucks County,40.13741,-74.856041,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42141,42006,2017-2018,21,0.0,1,21
4204260,Brockway Area SD,42,40 North St,Brockway,PA,15824,42,42065,Jefferson County,41.25136,-78.80466700000001,N,N,0,N,N,N,N,4205,42066,42025,2017-2018,33,44.58,2,"33, 41"
4204320,Brookville Area SD,42,104 Jenks Street,Brookville,PA,15825,42,42065,Jefferson County,41.174007,-79.089284,N,N,0,N,N,N,N,4205,42066,42025,2017-2018,33,15.42,2,"33, 41"
4204500,Burgettstown Area SD,42,100 Bavington Rd,Burgettstown,PA,15021,42,42125,Washington County,40.395596000000005,-80.38681100000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42046,42046,2017-2018,41,0.0,1,41
4204530,Burrell SD,42,1021 Puckety Church Rd,Lower Burrell,PA,15068,42,42129,Westmoreland County,40.5847,-79.6978,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4212,42054,42045,2017-2018,21,0.0,1,21
4204590,Butler Area SD,42,110 Campus Lane,Butler,PA,16001,42,42019,Butler County,40.86665,-79.920631,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4203,42011,42021,2017-2018,31,7.98,2,"31, 41"
4204710,California Area SD,42,11 Trojan Way Suite 100,Coal Center,PA,15423,42,42125,Washington County,40.045357,-79.926514,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4209,42049,42046,2017-2018,41,0.0,1,41
4204740,Cambria Heights SD,42,426 Glendale Lake Rd,Patton,PA,16668,42,42021,Cambria County,40.63427,-78.630651,27780,"Johnstown, PA",1,306,"Johnstown-Somerset, PA",N,N,4209,42072,42035,2017-2018,41,0.0,1,41
4204830,Cameron County SD,42,601 Woodland Ave,Emporium,PA,15834,42,42023,Cameron County,41.515054,-78.249153,N,N,0,N,N,N,N,4205,42067,42025,2017-2018,33,0.0,1,33
4204860,Camp Hill SD,42,2627 Chestnut St,Camp Hill,PA,17011,42,42041,Cumberland County,40.238800000000005,-76.9277,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4204,42087,42031,2017-2018,21,0.0,1,21
4204890,Canon-McMillan SD,42,1 N Jefferson Ave,Canonsburg,PA,15317,42,42125,Washington County,40.2565,-80.1875,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42048,42046,2017-2018,21,18.38,2,"21, 41"
4204920,Canton Area SD,42,509 E Main St,Canton,PA,17724,42,42015,Bradford County,41.657534,-76.843457,42380,"Sayre, PA",2,N,N,N,N,4210,42068,42023,2017-2018,42,0.0,1,42
4204980,Carbondale Area SD,42,101 Brooklyn St,Carbondale,PA,18407,42,42069,Lackawanna County,41.568092,-75.514824,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,N,N,N,N,4217,42114,42022,2017-2018,21,0.0,1,21
4205010,Carlisle Area SD,42,623 W. Penn St.,Carlisle,PA,17013,42,42041,Cumberland County,40.207493,-77.20695500000001,25420,"Harrisburg-Carlisle, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,4211,42199,42031,2017-2018,13,17.99,4,"13, 21, 31, 41"
4205040,Carlynton SD,42,435 Kings Hwy,Carnegie,PA,15106,42,42003,Allegheny County,40.424593,-80.09728100000001,38300,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42045,42037,2017-2018,21,0.0,1,21
4205070,Carmichaels Area SD,42,225 N Vine St,Carmichaels,PA,15320,42,42059,Greene County,39.897591,-79.980117,N,N,0,N,N,N,N,4209,42050,42046,2017-2018,41,0.0,1,41
4205160,Catasauqua Area SD,42,201 N 14th St,Catasauqua,PA,18032,42,42077,Lehigh County,40.65706,-75.455731,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,4215,42133,42018,2017-2018,21,0.0,1,21
4205190,Centennial SD,42,48 Swan Way,Warminster,PA,18974,42,42017,Bucks County,40.201384,-75.078672,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42029,42012,2017-2018,21,0.0,1,21
4205310,Central Bucks SD,42,20 Welden Dr,Doylestown,PA,18901,42,42017,Bucks County,40.3342,-75.1434,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,4208,42143,42010,2017-2018,21,26.92,2,"21, 41"
4205340,Central Cambria SD,42,208 Schoolhouse Rd,Ebensburg,PA,15931,42,42021,Cambria County,40.491264,-78.741169,27780,"Johnstown, PA",1,306,"Johnstown-Somerset, PA",N,N,4212,42072,42035,2017-2018,41,38.43,2,"31, 41"
4205370,Central Columbia SD,42,4777 Old Berwick Rd,Bloomsburg,PA,17815,42,42037,Columbia County,41.021005,-76.365855,14100,"Bloomsburg-Berwick, PA",1,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4211,42109,42027,2017-2018,23,0.0,1,23
